Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Roey T., Hung D.Y., Rundall T.G., Fournier P.-L., Zhong A., Shortell S.M.","58566809100;13008264500;7004198916;57196348322;58566753100;7101883588;","Lean Performance Indicators and Facilitators of Outcomes in U.S. Public Hospitals",2023,"Journal of healthcare management / American College of Healthcare Executives","68","5",,"325","341",,,"10.1097/JHM-D-22-00107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170176613&doi=10.1097%2fJHM-D-22-00107&partnerID=40&md5=5f45eda6082b2b7370376358b2a78bca","Center for Lean Engagement & Research, Division of Health Policy and Management, University of California, Berkeley, CA, United States","Roey, T.; Hung, D.Y.; Rundall, T.G.; Fournier, P.-L.; Zhong, A.; Shortell, S.M., Center for Lean Engagement & Research, Division of Health Policy and Management, University of California, Berkeley, CA, United States",,,"NLM (Medline)",10969012,,,"37678825","English","J Healthc Manag",Article,"Final","",Scopus,2-s2.0-85170176613
"An Y., Benetton M., Song Y.","57215545822;57194581817;57217030545;","Index providers: Whales behind the scenes of ETFs",2023,"Journal of Financial Economics","149","3",,"407","433",,,"10.1016/j.jfineco.2023.06.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164456972&doi=10.1016%2fj.jfineco.2023.06.003&partnerID=40&md5=eeb66caab4687ea88cde60ff0ecceba6","Carey Business School, Johns Hopkins University, 100 International DriveBaltimore  21202 MD, United States; Haas School of Business, University of California at Berkeley, 2220 Piedmont Ave, Berkeley, CA  94720, United States; Foster School of Business, University of Washington, 4273 E Stevens Way NESeattle  98195 WA, United States","An, Y., Carey Business School, Johns Hopkins University, 100 International DriveBaltimore  21202 MD, United States; Benetton, M., Haas School of Business, University of California at Berkeley, 2220 Piedmont Ave, Berkeley, CA  94720, United States; Song, Y., Foster School of Business, University of Washington, 4273 E Stevens Way NESeattle  98195 WA, United States","Benetton, M.; Haas School of Business, 2220 Piedmont Ave, United States; email: benetton@berkeley.edu",,"Elsevier B.V.",0304405X,,JFECD,,"English","J. Financ. Econ.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85164456972
"Douglas S., Ansell C.","57125513200;7003649878;","To the summit and beyond: Tracing the process and impact of collaborative performance summits",2023,"Public Administration Review","83","5",,"1108","1122",,1,"10.1111/puar.13598","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146993888&doi=10.1111%2fpuar.13598&partnerID=40&md5=0a4c03d980e0c3a0500331ddd5dfb26b","Utrecht School of Governance, Utrecht University, Utrecht, Netherlands; Charles and Louise Travers Department of Political Science, UC Berkeley, Berkeley, CA, United States","Douglas, S., Utrecht School of Governance, Utrecht University, Utrecht, Netherlands; Ansell, C., Charles and Louise Travers Department of Political Science, UC Berkeley, Berkeley, CA, United States","Douglas, S.; Utrecht School of Governance, Netherlands; email: s.c.douglas@uu.nl",,"John Wiley and Sons Inc",00333352,,,,"English","Public Adm. Rev.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85146993888
"Wier L., Erasmus H.","57215435552;57936917100;","The Dominant Role of Large Firms in Profit Shifting",2023,"IMF Economic Review","71","3",,"791","816",,1,"10.1057/s41308-022-00180-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140337072&doi=10.1057%2fs41308-022-00180-w&partnerID=40&md5=d0dbfcb6eab4bbce9de1a0849f5719be","Department of Economics, University of California, Berkeley, United States; National Treasury of South Africa, Pretoria, South Africa","Wier, L., Department of Economics, University of California, Berkeley, United States; Erasmus, H., National Treasury of South Africa, Pretoria, South Africa","Wier, L.; Department of Economics, United States; email: ludvig.wier@econ.ku.dk",,"Palgrave Macmillan",20414161,,,,"English","IMF Econ.Rev.",Article,"Final","",Scopus,2-s2.0-85140337072
"Forgia A.L.","58556627000;","The Impact of Management on Clinical Performance: Evidence from Physician Practice Management Companies",2023,"Management Science","69","8",,"4646","4667",,,"10.1287/MNSC.2022.4571","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169299772&doi=10.1287%2fMNSC.2022.4571&partnerID=40&md5=74db5f5e7524e8386ccd3d6aefd13f78","Haas School of Business, University of California, Berkeley, CA  94720, United States","Forgia, A.L., Haas School of Business, University of California, Berkeley, CA  94720, United States","Forgia, A.L.; Haas School of Business, United States; email: ambar@berkeley.edu",,"INFORMS Inst.for Operations Res.and the Management Sciences",00251909,,MSCIA,,"English","Manage Sci",Article,"Final","",Scopus,2-s2.0-85169299772
"Immorlica N., Lucier B., Manshadi V., Wei A.","8552754000;24483722200;20435955700;57205193655;","Designing Approximately Optimal Search on Matching Platforms",2023,"Management Science","69","8",,"4609","4626",,,"10.1287/MNSC.2022.4601","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169289790&doi=10.1287%2fMNSC.2022.4601&partnerID=40&md5=29817fd2e7f3bd7d7ea627e1cd89f188","Microsoft Research, New York, NY  10012, United States; Microsoft Research, Cambridge, MA  02142, United States; Yale School of Management, New Haven, CT  06511, United States; Computer Science Division, University of California-Berkeley, Berkeley, CA  94720, United States","Immorlica, N., Microsoft Research, New York, NY  10012, United States; Lucier, B., Microsoft Research, Cambridge, MA  02142, United States; Manshadi, V., Yale School of Management, New Haven, CT  06511, United States; Wei, A., Computer Science Division, University of California-Berkeley, Berkeley, CA  94720, United States","Manshadi, V.; Yale School of ManagementUnited States; email: vahideh.manshadi@yale.edu",,"INFORMS Inst.for Operations Res.and the Management Sciences",00251909,,MSCIA,,"English","Manage Sci",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85169289790
"Jeziorski P.","56410826000;","Empirical Model of Dynamic Merger Enforcement-Choosing Ownership Caps in U.S. Radio",2023,"Management Science","69","8",,"4457","4480",,,"10.1287/mnsc.2022.4599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168826710&doi=10.1287%2fmnsc.2022.4599&partnerID=40&md5=09d6693c936e0627fcec3cced22809d4","Haas School of Business, University of California Berkeley, Berkeley, CA  94720, United States","Jeziorski, P., Haas School of Business, University of California Berkeley, Berkeley, CA  94720, United States","Jeziorski, P.; Haas School of Business, United States; email: przemekj@berkeley.edu",,"INFORMS Inst.for Operations Res.and the Management Sciences",00251909,,MSCIA,,"English","Manage Sci",Article,"Final","",Scopus,2-s2.0-85168826710
"Garcia Calvo A., Kenney M., Zysman J.","57217874127;7102990407;6602689341;","Understanding work in the online platform economy: the narrow, the broad, and the systemic perspectives",2023,"Industrial and Corporate Change","32","4",,"795","814",,,"10.1093/icc/dtad005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166252851&doi=10.1093%2ficc%2fdtad005&partnerID=40&md5=fc418765e61d3a1b3908fe02ab2b7a4b","Henley Business School, Whiteknights, Reading, RG6 6UD, United Kingdom; Department of Human Ecology, University of California, Davis, CA  95616, United States; Berkeley Roundtable on the International Economy, University of California, Berkeley, CA  94720, United States","Garcia Calvo, A., Henley Business School, Whiteknights, Reading, RG6 6UD, United Kingdom; Kenney, M., Department of Human Ecology, University of California, Davis, CA  95616, United States; Zysman, J., Berkeley Roundtable on the International Economy, University of California, Berkeley, CA  94720, United States","Kenney, M.; Department of Human Ecology, United States; email: mfkenney@ucdavis.edu",,"Oxford University Press",09606491,,,,"English","Ind. Corp. Change",Article,"Final","",Scopus,2-s2.0-85166252851
"Huang J.Z.","58493972000;","A break in the cloud: the local sociotechnical affordances underlying global internet infrastructures",2023,"Technology in Society","74",,"102319","","",,,"10.1016/j.techsoc.2023.102319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165201237&doi=10.1016%2fj.techsoc.2023.102319&partnerID=40&md5=a4c8544890eeca26dfb2372d18b21c2e","Department of Sociology, University of California - Berkeley, 410 Social Sciences Building, Berkeley, CA  94720-1980, United States","Huang, J.Z., Department of Sociology, University of California - Berkeley, 410 Social Sciences Building, Berkeley, CA  94720-1980, United States",,,"Elsevier Ltd",0160791X,,,,"English","Technol. Soc.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85165201237
"Dabić M., Daim T., Bogers M.L.A.M., Mention A.-L.","6507123949;35565192000;36117631500;56289905900;","The limits of open innovation: Failures, risks, and costs in open innovation practice and theory",2023,"Technovation","126",,"102786","","",,1,"10.1016/j.technovation.2023.102786","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163769744&doi=10.1016%2fj.technovation.2023.102786&partnerID=40&md5=1faf5921867e7bc6dc2c8aa366db3c8b","University of Zagreb Faculty of Economics and Business, Zagreb, Croatia; University o Dubrovnik, Dubrovnik, Croatia; University of Ljubljana School of Economics and Business, Ljubljana, Slovenia; Portland State University, United States; Eindhoven University of Technology, Netherlands; University of Copenhagen, Denmark; University of California, Berkeley, United States; RMIT University, Australia; Tampere University, Finland; Singapore University of Social Sciences, Singapore; INESCTEC, Portugal","Dabić, M., University of Zagreb Faculty of Economics and Business, Zagreb, Croatia, University o Dubrovnik, Dubrovnik, Croatia, University of Ljubljana School of Economics and Business, Ljubljana, Slovenia; Daim, T., Portland State University, United States; Bogers, M.L.A.M., Eindhoven University of Technology, Netherlands, University of Copenhagen, Denmark, University of California, Berkeley, United States; Mention, A.-L., RMIT University, Australia, Tampere University, Finland, Singapore University of Social Sciences, Singapore, INESCTEC, Portugal","Dabić, M.; University of Zagreb Faculty of Economics and BusinessCroatia; email: mdabic@efzg.hr",,"Elsevier Ltd",01664972,,TNVTD,,"English","Technovation",Article,"Final","",Scopus,2-s2.0-85163769744
"Naef A., Weber J.P.","57211058210;57222041034;","How Powerful Is Unannounced, Sterilized Foreign Exchange Intervention?",2023,"Journal of Money, Credit and Banking","55","5",,"1307","1319",,,"10.1111/jmcb.12985","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141424162&doi=10.1111%2fjmcb.12985&partnerID=40&md5=5ae3efb5b76c527d658f59d8654f7f98","Banque de France, France; Department of Economics, UC Berkeley, United States","Naef, A., Banque de France, France; Weber, J.P., Department of Economics, UC Berkeley, United States","Naef, A.; Banque de FranceFrance; email: alain.naef@banque-france.fr",,"John Wiley and Sons Inc",00222879,,,,"English","J. Money Credit Bank.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85141424162
"Jiang L., Levine R., Lin C.","37665131200;23080621700;25630694300;","Does Competition Affect Bank Risk?",2023,"Journal of Money, Credit and Banking","55","5",,"1043","1076",,,"10.1111/jmcb.12990","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141172418&doi=10.1111%2fjmcb.12990&partnerID=40&md5=1cd9720b3e2edad8634893a9a42b1637","School of Accounting and Finance, Hong Kong Polytechnic University, Hong Kong; Haas School of Business, University of California, Berkeley, United States; Faculty of Business and Economics, University of Hong Kong, Hong Kong","Jiang, L., School of Accounting and Finance, Hong Kong Polytechnic University, Hong Kong; Levine, R., Haas School of Business, University of California, Berkeley, United States; Lin, C., Faculty of Business and Economics, University of Hong Kong, Hong Kong","Lin, C.; Faculty of Business and Economics, Hong Kong; email: chenlin1@hku.hk",,"John Wiley and Sons Inc",00222879,,,,"English","J. Money Credit Bank.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85141172418
"Lee B.H., Sawhney A., Diaz D.","56102663500;57897726900;57199147543;","Racial/Ethnic Minority Vocational Research Trends in Counseling Psychology and Multicultural Psychology Journals: A Trend Analysis Across 51 Years",2023,"Journal of Career Development","50","4",,"824","843",,,"10.1177/08948453221125259","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138410144&doi=10.1177%2f08948453221125259&partnerID=40&md5=8447310c1d917a9da3288f7438d314c5","Department of Counseling and Educational Psychology, New Mexico State University, Las Cruces, NM, United States; Department of Counseling and Psychological Services, UC Berkeley, Berkeley, CA, United States; San Diego Counsleing and Psychological Services, University of California San Diego, La JollaCA, United States","Lee, B.H., Department of Counseling and Educational Psychology, New Mexico State University, Las Cruces, NM, United States; Sawhney, A., Department of Counseling and Psychological Services, UC Berkeley, Berkeley, CA, United States; Diaz, D., San Diego Counsleing and Psychological Services, University of California San Diego, La JollaCA, United States","Lee, B.H.; Department of Counseling and Educational Psychology, United States; email: bolee@nmsu.edu",,"SAGE Publications Inc.",08948453,,,,"English","J. Career Dev.",Article,"Final","",Scopus,2-s2.0-85138410144
"Ward B.","57189163144;","Organization and comparative economics: Some approaches",2023,"Comparison of Economic Systems: Theoretical and Methodological Approaches",,,,"103","133",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168695457&partnerID=40&md5=281baeaad656f5ccaa799aeaa4a4aa7b","Department of Economics, University of California, Berkeley, United States","Ward, B., Department of Economics, University of California, Berkeley, United States","Ward, B.; Department of Economics, United States",,"University of California Press",,9780520331532; 0520024893; 9780520331525,,,"English","Comp. of Econ. Syst.: Theor. and Methodol. Approaches",Book Chapter,"Final","",Scopus,2-s2.0-85168695457
"Ellis H.S.","58536565300;","The Economy of Brazil",2023,"The Economy of Brazil",,,,"1","408",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167945788&partnerID=40&md5=4b6b4b05866aabdb2c715b65eb3c945b","University of California, Berkeley, United States","Ellis, H.S., University of California, Berkeley, United States","Ellis, H.S.; University of CaliforniaUnited States",,"University of California Press",,9780520325906; 9780520325890,,,"English","The Econ. of Braz.",Book,"Final","",Scopus,2-s2.0-85167945788
"Ellis H.S.","58536565300;","Preface",2023,"The Economy of Brazil",,,,"xxiii","xxix",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167944357&partnerID=40&md5=2b020c7d9573b6ea8cc420352ef3c81b","University of California, Berkeley, United States","Ellis, H.S., University of California, Berkeley, United States","Ellis, H.S.; University of CaliforniaUnited States",,"University of California Press",,9780520325906; 9780520325890,,,"English","The Econ. of Braz.",Editorial,"Final","",Scopus,2-s2.0-85167944357
"Ellis H.S.","58536565300;","Corrective inflation in Brazil, 1964-1966",2023,"The Economy of Brazil",,,,"177","212",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167942222&partnerID=40&md5=f3c1f4b94e09bd8d5c7fccad53e9d092","University of California, Berkeley, United States","Ellis, H.S., University of California, Berkeley, United States","Ellis, H.S.; University of CaliforniaUnited States",,"University of California Press",,9780520325906; 9780520325890,,,"English","The Econ. of Braz.",Book Chapter,"Final","",Scopus,2-s2.0-85167942222
"Pérez P.F.","23398138400;","The transfer of the north american ideas of hospital management to europe in the 20th century: The case of Spain",2023,"Collective Entrepreneurship in the Contemporary European Services Industries: A Long Term Approach",,,,"47","59",,,"10.1108/978-1-80117-950-820231004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165212429&doi=10.1108%2f978-1-80117-950-820231004&partnerID=40&md5=3b06e23625279d44cd33ca8d0015338e","University of California, Berkeley, United States; Universitat de Barcelona, Spain","Pérez, P.F., University of California, Berkeley, United States, Universitat de Barcelona, Spain","Pérez, P.F.; University of CaliforniaUnited States",,"Emerald Group Publishing Ltd.",,9781801179522; 9781801179508,,,"English","Collect. Entrep. in the Contemp. European Services Industries: A Long Term Approach",Book Chapter,"Final","",Scopus,2-s2.0-85165212429
