Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Gursel A.P., Shehabi A., Horvath A.","36707512800;24280104100;57216819141;","What are the energy and greenhouse gas benefits of repurposing non-residential buildings into apartments?",2023,"Resources, Conservation and Recycling","198",,"107143","","",,,"10.1016/j.resconrec.2023.107143","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167454300&doi=10.1016%2fj.resconrec.2023.107143&partnerID=40&md5=384cb03f6d76041882966e7ac5df3f09","Department of Civil and Environmental Engineering, University of California, Berkeley, United States; Lawrence Berkeley National Laboratory, Berkeley, CA, United States","Gursel, A.P., Department of Civil and Environmental Engineering, University of California, Berkeley, United States; Shehabi, A., Lawrence Berkeley National Laboratory, Berkeley, CA, United States; Horvath, A., Department of Civil and Environmental Engineering, University of California, Berkeley, United States","Gursel, A.P.410 McLaughlin Hall, United States; email: pgursel@berkeley.edu",,"Elsevier B.V.",09213449,,RCREE,,"English","Resour. Conserv. Recycl.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85167454300
"Gill-Wiehl A., Ferrall I., Patel S., Miles S., Wu J., Newman A., Kammen D.M.","57226409687;57209674817;57605331600;57533047000;57289651000;57288459400;7004564550;","Techno-economic scenario analysis of containerized solar energy for use cases at the food/water/health nexus in Rwanda",2023,"Development Engineering","8",,"100110","","",,,"10.1016/j.deveng.2023.100110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159773463&doi=10.1016%2fj.deveng.2023.100110&partnerID=40&md5=9967636105693d4a8adbd541d90afe95","Energy and Resources Group, University of California, Berkeley, CA  94720, United States; OffGridBox Inc, Kigali, Rwanda; Google Sustainable Supply ChainCA, United States; Goldman School of Public Policy, University of California, Berkeley, CA  94720, United States","Gill-Wiehl, A., Energy and Resources Group, University of California, Berkeley, CA  94720, United States; Ferrall, I., Energy and Resources Group, University of California, Berkeley, CA  94720, United States; Patel, S., Energy and Resources Group, University of California, Berkeley, CA  94720, United States; Miles, S., Energy and Resources Group, University of California, Berkeley, CA  94720, United States; Wu, J., OffGridBox Inc, Kigali, Rwanda; Newman, A., Google Sustainable Supply ChainCA, United States; Kammen, D.M., Energy and Resources Group, University of California, Berkeley, CA  94720, United States, Goldman School of Public Policy, University of California, Berkeley, CA  94720, United States","Gill-Wiehl, A.; Energy and Resources Group, United States; email: agillwiehl@berkeley.edu",,"Elsevier Ltd",23527285,,,,"English","Dev. Eng.",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85159773463
"Hing S., Gadgil A.","57470398200;57202614089;","Sensors show long-term dis-adoption of purchased improved cookstoves in rural India, while surveys miss it entirely",2023,"Development Engineering","8",,"100111","","",,1,"10.1016/j.deveng.2023.100111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156149687&doi=10.1016%2fj.deveng.2023.100111&partnerID=40&md5=44bd4d4abd657d027015fd0e886b106d","Department of Civil and Environmental Engineering, University of California Berkeley, Berkeley, CA  94720, United States; Environmental Technologies Area, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States","Hing, S., Department of Civil and Environmental Engineering, University of California Berkeley, Berkeley, CA  94720, United States, Environmental Technologies Area, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States; Gadgil, A., Department of Civil and Environmental Engineering, University of California Berkeley, Berkeley, CA  94720, United States, Environmental Technologies Area, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States","Hing, S.; Department of Civil and Environmental Engineering, United States; email: snhing@berkeley.edu",,"Elsevier Ltd",23527285,,,,"English","Dev. Eng.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85156149687
"López Prol J., Zilberman D.","57194650941;35578894000;","No alarms and no surprises: Dynamics of renewable energy curtailment in California",2023,"Energy Economics","126",,"106974","","",,,"10.1016/j.eneco.2023.106974","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171975719&doi=10.1016%2fj.eneco.2023.106974&partnerID=40&md5=0aaa2630262f15ce01c1d288566e9ba0","Yonsei University Mirae, Department of Economics and Department of Environmental Finance, South Korea; University of California Berkeley, Department of Agricultural and Resource Economics, United States","López Prol, J., Yonsei University Mirae, Department of Economics and Department of Environmental Finance, South Korea; Zilberman, D., University of California Berkeley, Department of Agricultural and Resource Economics, United States","López Prol, J.; Yonsei University Mirae, South Korea; email: jlprol@yonsei.ac.kr",,"Elsevier B.V.",01409883,,EECOD,,"English","Energy Econ.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85171975719
"Holliday W.H., Pacuit E.","36704582700;8928667300;","Split Cycle: a new Condorcet-consistent voting method independent of clones and immune to spoilers",2023,"Public Choice","197","1-2",,"1","62",,1,"10.1007/s11127-023-01042-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169009257&doi=10.1007%2fs11127-023-01042-3&partnerID=40&md5=7a71e3a2fadc5a6e53a3cb65eca3164e","University of California, Berkeley, United States; University of Maryland, College Park, United States","Holliday, W.H., University of California, Berkeley, United States; Pacuit, E., University of Maryland, College Park, United States","Holliday, W.H.; University of CaliforniaUnited States; email: wesholliday@berkeley.edu
Pacuit, E.; University of MarylandUnited States; email: epacuit@umd.edu",,"Springer",00485829,,,,"English","Public Choice",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85169009257
"Eichengreen B.","7005233386;","The Danish problem",2023,"Economia Politica","40","3",,"781","794",,,"10.1007/s40888-023-00313-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168626680&doi=10.1007%2fs40888-023-00313-y&partnerID=40&md5=39abff228c115a35e960eeb2df7e4fef","University of California, Berkeley, Berkeley, CA, United States","Eichengreen, B., University of California, Berkeley, Berkeley, CA, United States","Eichengreen, B.; University of California, United States; email: eichengr@econ.berkeley.edu",,"Springer Science and Business Media Deutschland GmbH",11202890,,,,"English","Economia Politica",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85168626680
"Old J., Scott A.","57317146900;55472472000;","Healthy ageing trends in England between 2002 to 2018: Improving but slowing and unequal",2023,"Journal of the Economics of Ageing","26",,"100470","","",,,"10.1016/j.jeoa.2023.100470","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166925690&doi=10.1016%2fj.jeoa.2023.100470&partnerID=40&md5=90767a085bd22c9c5a51060ae8f2f22f","Department of Economics, University of California, Berkeley, United States; London Business School, United Kingdom; CEPR, United Kingdom","Old, J., Department of Economics, University of California, Berkeley, United States; Scott, A., London Business School, United Kingdom, CEPR, United Kingdom","Scott, A.; London Business SchoolUnited Kingdom; email: ascott@london.edu",,"Elsevier B.V.",2212828X,,,,"English","J. Econ. Ageing",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85166925690
"Caruso-Bloeck M., Mello M., Ponce J.","57211853840;57211987879;35119378000;","News of disinflation and firms’ expectations: New causal evidence",2023,"Journal of International Money and Finance","137",,"102914","","",,,"10.1016/j.jimonfin.2023.102914","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165023523&doi=10.1016%2fj.jimonfin.2023.102914&partnerID=40&md5=7f99ecf13e69a1e882c9dfa1c29efe3f","University of California, Berkeley, United States; Banco Central del Uruguay, Uruguay","Caruso-Bloeck, M., University of California, Berkeley, United States; Mello, M., Banco Central del Uruguay, Uruguay; Ponce, J., Banco Central del Uruguay, Uruguay","Ponce, J.; Banco Central del Uruguay and dECON-FCS-UdelaRUruguay; email: jponce@bcu.gub.uy",,"Elsevier Ltd",02615606,,,,"English","J. Int. Money Financ.",Article,"Final","",Scopus,2-s2.0-85165023523
"Chandrakanth M.G., Patil K.K.R., Anitha N., Lokesh G.B.","6603429364;55836674300;58564863900;57193259644;","The saga of research in water resource economics",2023,"Agricultural Sector in India: Accelerating Growth and Enhancing Competitiveness",,,,"49","62",,,"10.4324/9781003434672-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169998252&doi=10.4324%2f9781003434672-5&partnerID=40&md5=a7a9520526cd9eaeb97aafd4873218e2","University of California, Berkeley, United States; College of Agriculture, University of Agricultural and Horticultural Sciences, Iruvakki, Shivamogga, India; Department of Agricultural Economics, University of Agricultural Sciences, Bangalore, India; Department of Agricultural Economics, UAS, Raichur, India","Chandrakanth, M.G., University of California, Berkeley, United States; Patil, K.K.R., College of Agriculture, University of Agricultural and Horticultural Sciences, Iruvakki, Shivamogga, India; Anitha, N., Department of Agricultural Economics, University of Agricultural Sciences, Bangalore, India; Lokesh, G.B., Department of Agricultural Economics, UAS, Raichur, India","Chandrakanth, M.G.; University of CaliforniaUnited States",,"Taylor and Francis",,9781003434672; 9781032342269,,,"English","Agric. Sect. in India: Accel. Growth and Enhancing Compet.",Book Chapter,"Final","",Scopus,2-s2.0-85169998252
"Chandrakanth M.G.","6603429364;","The doyen professor R. Ramanna: A tribute",2023,"Agricultural Sector in India: Accelerating Growth and Enhancing Competitiveness",,,,"xxviii","xxxvii",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169998032&partnerID=40&md5=c79c0c7aa838f4b1f1ee741653664d72","University of California, Berkeley, United States","Chandrakanth, M.G., University of California, Berkeley, United States","Chandrakanth, M.G.; University of CaliforniaUnited States",,"Taylor and Francis",,9781003434672; 9781032342269,,,"English","Agric. Sect. in India: Accel. Growth and Enhancing Compet.",Book Chapter,"Final","",Scopus,2-s2.0-85169998032
"Zelnik R.E.","56586807800;","Law and disorder on the Narova River: The Kreenholm strike of 1872",2023,"Law and Disorder on the Narova River: The Kreenholm Strike of 1872",,,,"1","308",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170624505&partnerID=40&md5=3bae4286d0fdd08a95ca507833d5e58e","University of California, Berkeley, United States","Zelnik, R.E., University of California, Berkeley, United States","Zelnik, R.E.; University of CaliforniaUnited States",,"University of California Press",,9780520914605; 9780520084810,,,"English","Law and Disord. on the Narova River: The Kreenholm Strike of 1872",Book,"Final","",Scopus,2-s2.0-85170624505
"Colombo L., Labrecciosa P., Simon L.K.","7102464832;11140581300;7401615259;","Too many or too few? On the optimal number of firms in the commons",2023,"Journal of Environmental Economics and Management","121",,"102825","","",,,"10.1016/j.jeem.2023.102825","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167832744&doi=10.1016%2fj.jeem.2023.102825&partnerID=40&md5=23357e6c1bf5ea74bff8a8bfb5b30c25","Rennes School of Business, 2 rue Robert d'Arbrissel, RennesCS 76522 35065, France; ESSCA School of Management, Paris Campus, 55 Quai Alphonse Le Gallo, Boulogne-Billancourt92513, France; UC Berkeley, Department of Agricultural and Resource Economics, University of California, 714 University Hall #3310, Berkeley, CA  94720-3310, United States","Colombo, L., Rennes School of Business, 2 rue Robert d'Arbrissel, RennesCS 76522 35065, France; Labrecciosa, P., ESSCA School of Management, Paris Campus, 55 Quai Alphonse Le Gallo, Boulogne-Billancourt92513, France; Simon, L.K., ESSCA School of Management, Paris Campus, 55 Quai Alphonse Le Gallo, Boulogne-Billancourt92513, France, UC Berkeley, Department of Agricultural and Resource Economics, University of California, 714 University Hall #3310, Berkeley, CA  94720-3310, United States","Labrecciosa, P.; ESSCA School of Management, Paris Campus, 55 Quai Alphonse Le Gallo, Boulogne-Billancourt, France; email: paola.labrecciosa@essca.fr
Simon, L.K.",,"Academic Press Inc.",00950696,,JEEMD,,"English","J. Environ. Econ. Manage.",Article,"Final","",Scopus,2-s2.0-85167832744
"Echenique F., Miralles A., Zhang J.","6602640009;35230265200;57205302685;","Balanced equilibrium in pseudo-markets with endowments",2023,"Games and Economic Behavior","141",,,"428","443",,,"10.1016/j.geb.2023.07.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165919291&doi=10.1016%2fj.geb.2023.07.002&partnerID=40&md5=d3d988420bf4029a96838f360d225bf1","Department of Economics, UC BerkeleyCA, United States; Department of Economics, Università degli Studi di Messina, Italy; Universitat Autònoma de Barcelona, Barcelona School of Economics, Spain; Institute for Social and Economic Research, Nanjing Audit University, Nanjing, China","Echenique, F., Department of Economics, UC BerkeleyCA, United States; Miralles, A., Department of Economics, Università degli Studi di Messina, Italy, Universitat Autònoma de Barcelona, Barcelona School of Economics, Spain; Zhang, J., Institute for Social and Economic Research, Nanjing Audit University, Nanjing, China","Echenique, F.; Department of Economics, United States; email: fede@econ.berkeley.edu",,"Academic Press Inc.",08998256,,GEBEE,,"English","Games Econ. Behav.",Article,"Final","",Scopus,2-s2.0-85165919291
"An Y., Benetton M., Song Y.","57215545822;57194581817;57217030545;","Index providers: Whales behind the scenes of ETFs",2023,"Journal of Financial Economics","149","3",,"407","433",,,"10.1016/j.jfineco.2023.06.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164456972&doi=10.1016%2fj.jfineco.2023.06.003&partnerID=40&md5=eeb66caab4687ea88cde60ff0ecceba6","Carey Business School, Johns Hopkins University, 100 International DriveBaltimore  21202 MD, United States; Haas School of Business, University of California at Berkeley, 2220 Piedmont Ave, Berkeley, CA  94720, United States; Foster School of Business, University of Washington, 4273 E Stevens Way NESeattle  98195 WA, United States","An, Y., Carey Business School, Johns Hopkins University, 100 International DriveBaltimore  21202 MD, United States; Benetton, M., Haas School of Business, University of California at Berkeley, 2220 Piedmont Ave, Berkeley, CA  94720, United States; Song, Y., Foster School of Business, University of Washington, 4273 E Stevens Way NESeattle  98195 WA, United States","Benetton, M.; Haas School of Business, 2220 Piedmont Ave, United States; email: benetton@berkeley.edu",,"Elsevier B.V.",0304405X,,JFECD,,"English","J. Financ. Econ.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85164456972
"Field E., Pande R., Rigol N., Schaner S., Stacy E., Moore C.T.","13806468000;7004879151;8343103700;56503905800;58318293200;57225972809;","Measuring time use in rural India: Design and validation of a low-cost survey module",2023,"Journal of Development Economics","164",,"103105","","",,,"10.1016/j.jdeveco.2023.103105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162206993&doi=10.1016%2fj.jdeveco.2023.103105&partnerID=40&md5=854e4ff19a3d8ae382e993c3a4826253","Duke University, United States; Yale University, United States; Harvard University, United States; University of Southern California, United States; University of California, Berkeley, United States","Field, E., Duke University, United States; Pande, R., Yale University, United States; Rigol, N., Harvard University, United States; Schaner, S., University of Southern California, United States; Stacy, E., University of California, Berkeley, United States; Moore, C.T., Yale University, United States","Moore, C.T.; Yale UniversityUnited States; email: charity.moore@yale.edu",,"Elsevier B.V.",03043878,,,,"English","J. Dev. Econ.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85162206993
"Zilberman D., Huang A., Goldberg L., Reardon T.","35578894000;58150790000;58151713100;7006621542;","The evolution of symbiotic innovation, water, and agricultural supply chains",2023,"Applied Economic Perspectives and Policy","45","3",,"1592","1603",,,"10.1002/aepp.13342","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150602494&doi=10.1002%2faepp.13342&partnerID=40&md5=59add7eb5695aab90308f362133a6970","Department of Agriculture and Resource Economics, University of California, Berkeley, Berkeley, CA, United States; IFPRI, Michigan State University, East Lansing, MI, United States; Agricultural, Food and Resource Economics, Michigan State University and IFPRI, East Lansing, MI, United States","Zilberman, D., Department of Agriculture and Resource Economics, University of California, Berkeley, Berkeley, CA, United States; Huang, A., Department of Agriculture and Resource Economics, University of California, Berkeley, Berkeley, CA, United States; Goldberg, L., Department of Agriculture and Resource Economics, University of California, Berkeley, Berkeley, CA, United States; Reardon, T., IFPRI, Michigan State University, East Lansing, MI, United States, Agricultural, Food and Resource Economics, Michigan State University and IFPRI, East Lansing, MI, United States","Zilberman, D.; Department of Agriculture and Resource Economics, United States; email: zilber11@berkeley.edu",,"John Wiley and Sons Inc",20405790,,,,"English","Appl. Econ. Perspect. Policy",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85150602494
