Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Luo Q., Forscher T., Shaheen S., Deakin E., Walker J.L.","58089792700;58089533700;7005833489;6701537856;7405586662;","Impact of the COVID-19 pandemic and generational heterogeneity on ecommerce shopping styles – A case study of Sacramento, California",2023,"Communications in Transportation Research","3",,"100091","","",,3,"10.1016/j.commtr.2023.100091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147354363&doi=10.1016%2fj.commtr.2023.100091&partnerID=40&md5=4f93344f0a7a4bc401623cb17dce1107","Department of Civil and Environmental Engineering, University of California, Berkeley, CA  94720, United States; Transportation Sustainability Research Center, University of California, Berkeley, CA  94704, United States; Department of City and Regional Planning, University of California, Berkeley, CA  94720, United States; Center for Global Metropolitan Studies, University of California, Berkeley, CA  94720, United States","Luo, Q., Department of Civil and Environmental Engineering, University of California, Berkeley, CA  94720, United States; Forscher, T., Department of Civil and Environmental Engineering, University of California, Berkeley, CA  94720, United States; Shaheen, S., Department of Civil and Environmental Engineering, University of California, Berkeley, CA  94720, United States, Transportation Sustainability Research Center, University of California, Berkeley, CA  94704, United States; Deakin, E., Department of City and Regional Planning, University of California, Berkeley, CA  94720, United States; Walker, J.L., Department of Civil and Environmental Engineering, University of California, Berkeley, CA  94720, United States, Center for Global Metropolitan Studies, University of California, Berkeley, CA  94720, United States","Luo, Q.; Department of Civil and Environmental Engineering, United States; email: norahluo@berkeley.edu",,"Tsinghua University",27724247,,,,"English","Commun. Transp. Res.",Article,"Final","",Scopus,2-s2.0-85147354363
"Mintz Y., Aswani A., Kaminsky P., Flowers E., Fukuoka Y.","57200384947;23391951400;7005847701;37033866200;8512242700;","Behavioral analytics for myopic agents",2023,"European Journal of Operational Research","310","2",,"793","811",,,"10.1016/j.ejor.2023.03.034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153099348&doi=10.1016%2fj.ejor.2023.03.034&partnerID=40&md5=eddd60a69d504d4191dee80e8cc7191c","Department of Industrial and Systems Engineering, University of Wisconsin – Madison53706, United States; Department of Industrial Engineering and Operations Research, University of California, Berkeley, CA  94720, United States; Department of Physiological Nursing, School of Nursing, University of California, San Francisco, CA  94143, United States; Department of Physiological Nursing/Institute for Health and Aging, School of Nursing, University of California, San Francisco, CA  94143, United States","Mintz, Y., Department of Industrial and Systems Engineering, University of Wisconsin – Madison53706, United States; Aswani, A., Department of Industrial Engineering and Operations Research, University of California, Berkeley, CA  94720, United States; Kaminsky, P., Department of Industrial Engineering and Operations Research, University of California, Berkeley, CA  94720, United States; Flowers, E., Department of Physiological Nursing, School of Nursing, University of California, San Francisco, CA  94143, United States; Fukuoka, Y., Department of Physiological Nursing/Institute for Health and Aging, School of Nursing, University of California, San Francisco, CA  94143, United States","Mintz, Y.; Department of Industrial and Systems Engineering, United States; email: ymintz@wisc.edu",,"Elsevier B.V.",03772217,,EJORD,,"English","Eur J Oper Res",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85153099348
"Choi Y.-G., Kim G.-S., Paik S., Paik M.C.","55790689000;57126615200;57712745600;7005745962;","Semi-parametric contextual bandits with graph-Laplacian regularization",2023,"Information Sciences","645",,"119367","","",,,"10.1016/j.ins.2023.119367","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164237798&doi=10.1016%2fj.ins.2023.119367&partnerID=40&md5=4ad94ccd1274badb3a948279f50f8f09","Department of Mathematics Education, Sungkyunkwan University, Seoul, 03063, South Korea; Department of Industrial Engineering, Graduate School of Artificial Intelligence, Ulsan National Institute of Science and Technology, Ulsan, 44919, South Korea; Department of Statistics, University of California Berkeley, Berkeley, CA  94720, United States; Department of Statistics, Seoul National University, Seoul, 08826, South Korea; Shepherd23 Inc., Seoul, 08826, South Korea","Choi, Y.-G., Department of Mathematics Education, Sungkyunkwan University, Seoul, 03063, South Korea; Kim, G.-S., Department of Industrial Engineering, Graduate School of Artificial Intelligence, Ulsan National Institute of Science and Technology, Ulsan, 44919, South Korea; Paik, S., Department of Statistics, University of California Berkeley, Berkeley, CA  94720, United States; Paik, M.C., Department of Statistics, Seoul National University, Seoul, 08826, South Korea, Shepherd23 Inc., Seoul, 08826, South Korea","Kim, G.-S.; Department of Industrial Engineering, South Korea; email: gisookim@unist.ac.kr",,"Elsevier Inc.",00200255,,ISIJB,,"English","Inf Sci",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85164237798
"Kan J.-Y., Li T.-F., Xu M., Zhang R.-Y., Wang Z.-X., Feng Y.-X.","58317422900;58316339700;58317423000;58317640400;58316785600;58380195900;","A song of ice and fire: Spatiotemporal visual variations in the snow water equivalent (SWE) for identification of wildfire risk areas in a snow mountainous region",2023,"Ecological Indicators","154",,"110497","","",,,"10.1016/j.ecolind.2023.110497","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162150389&doi=10.1016%2fj.ecolind.2023.110497&partnerID=40&md5=533ee5e034147fa195cea4f99bd4755d","Jiangmen Laboratory of Carbon Science and Technology, Hong Kong University of Science and Technology (Guangzhou), Guangdong, Jiangmen, 529199, China; Rausser College of Natural Resources, University of California, Berkeley, Berkeley, United States; College of Letters & Science, University of California, Berkeley, Berkeley, United States; College of Art & Science, Boston University, Boston, United States","Kan, J.-Y., Jiangmen Laboratory of Carbon Science and Technology, Hong Kong University of Science and Technology (Guangzhou), Guangdong, Jiangmen, 529199, China, Rausser College of Natural Resources, University of California, Berkeley, Berkeley, United States; Li, T.-F., Jiangmen Laboratory of Carbon Science and Technology, Hong Kong University of Science and Technology (Guangzhou), Guangdong, Jiangmen, 529199, China; Xu, M., Jiangmen Laboratory of Carbon Science and Technology, Hong Kong University of Science and Technology (Guangzhou), Guangdong, Jiangmen, 529199, China; Zhang, R.-Y., College of Letters & Science, University of California, Berkeley, Berkeley, United States; Wang, Z.-X., College of Art & Science, Boston University, Boston, United States; Feng, Y.-X., Jiangmen Laboratory of Carbon Science and Technology, Hong Kong University of Science and Technology (Guangzhou), Guangdong, Jiangmen, 529199, China","Feng, Y.-X.; Jiangmen Laboratory of Carbon Science and Technology, Guangdong, China; email: yu-xifeng@foxmail.com",,"Elsevier B.V.",1470160X,,,,"English","Ecol. Indic.",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85162150389
"Bebitoğlu B., Şen A., Kaminsky P.","57226726403;8411666000;7005847701;","Constrained multi-location assortment optimization under the multinomial logit model",2023,"Naval Research Logistics","70","7",,"653","674",,,"10.1002/nav.22116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158031264&doi=10.1002%2fnav.22116&partnerID=40&md5=2de5b98f379e36f5f7e3aaef0f4317e0","Department of Management Science and Operations, London Business School, London, United Kingdom; Department of Industrial Engineering, Bilkent University Bilkent, Ankara, Turkey; Department of Industrial Engineering & Operations Research, University of California, Berkeley, CA, United States; Amazon, Santa ClaraCA, United States","Bebitoğlu, B., Department of Management Science and Operations, London Business School, London, United Kingdom; Şen, A., Department of Industrial Engineering, Bilkent University Bilkent, Ankara, Turkey; Kaminsky, P., Department of Industrial Engineering & Operations Research, University of California, Berkeley, CA, United States, Amazon, Santa ClaraCA, United States","Şen, A.; Department of Industrial Engineering, Turkey; email: alpersen@bilkent.edu.tr",,"John Wiley and Sons Inc",0894069X,,NRLOE,,"English","Nav Res Logist",Article,"Final","",Scopus,2-s2.0-85158031264
"Aldous D., Contat A., Curien N., Hénard O.","7005991109;57221629330;54925788600;55606929000;","Parking on the infinite binary tree",2023,"Probability Theory and Related Fields","187","1-2",,"481","504",,,"10.1007/s00440-023-01189-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146931284&doi=10.1007%2fs00440-023-01189-6&partnerID=40&md5=056d798adb15f98eb9b1ded40d9b2189","U.C. Berkeley, Berkeley, United States; Université Paris-Saclay, Gif-sur-Yvette, France","Aldous, D., U.C. Berkeley, Berkeley, United States; Contat, A., Université Paris-Saclay, Gif-sur-Yvette, France; Curien, N., Université Paris-Saclay, Gif-sur-Yvette, France; Hénard, O., Université Paris-Saclay, Gif-sur-Yvette, France","Hénard, O.; Université Paris-SaclayFrance; email: olivier.henard@universite-paris-saclay.fr",,"Springer Science and Business Media Deutschland GmbH",01788051,,,,"English","Probab. Theory Relat. Fields",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85146931284
"Shen Z.-J.M., Xie J., Zheng Z., Zhou H.","58022797300;24512666200;43462255700;58134200400;","Dynamic scheduling with uncertain job types",2023,"European Journal of Operational Research","309","3",,"1047","1060",,,"10.1016/j.ejor.2023.02.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149656406&doi=10.1016%2fj.ejor.2023.02.013&partnerID=40&md5=70a7966631e679f8adbf1b57c84eb337","Department of Industrial Engineering and Operations Research, University of California, Berkeley, CA  94720-1777, United States; School of Management, Technical University of Munich, Heilbronn, 74072, Germany; Lee Kong Chian School of Business, Singapore Management University, Singapore, 178899, Singapore","Shen, Z.-J.M., Department of Industrial Engineering and Operations Research, University of California, Berkeley, CA  94720-1777, United States; Xie, J., School of Management, Technical University of Munich, Heilbronn, 74072, Germany; Zheng, Z., Lee Kong Chian School of Business, Singapore Management University, Singapore, 178899, Singapore; Zhou, H., School of Management, Technical University of Munich, Heilbronn, 74072, Germany","Zhou, H.; School of Management, Germany; email: han.zhou@tum.de",,"Elsevier B.V.",03772217,,EJORD,,"English","Eur J Oper Res",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85149656406
"Horawalavithana S., De Silva R., Weerasekara N., Kin Wai N.G., Nabeel M., Abayaratna B., Elvitigala C., Wijesekera P., Iamnitchi A.","57200217063;57222361639;57220807601;57985503400;24776859500;57986262400;57199322581;57191754476;57204407910;","Vaccination trials on hold: malicious and low credibility content on Twitter during the AstraZeneca COVID-19 vaccine development",2023,"Computational and Mathematical Organization Theory","29","3",,"448","469",,,"10.1007/s10588-022-09370-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142886759&doi=10.1007%2fs10588-022-09370-3&partnerID=40&md5=939ffd0301d1b26e837d806f219d4cbf","CSE, University of South Florida, Tampa, United States; SCoRe Lab, Colombo, Sri Lanka; Qatar Computing Research Institute, Ar Rayyān, Qatar; ICSI, University of California, Berkeley, Berkeley, United States; Institute of Data Science, Maastricht University, Maastricht, Netherlands","Horawalavithana, S., CSE, University of South Florida, Tampa, United States; De Silva, R., SCoRe Lab, Colombo, Sri Lanka; Weerasekara, N., SCoRe Lab, Colombo, Sri Lanka; Kin Wai, N.G., CSE, University of South Florida, Tampa, United States; Nabeel, M., Qatar Computing Research Institute, Ar Rayyān, Qatar; Abayaratna, B., SCoRe Lab, Colombo, Sri Lanka; Elvitigala, C., SCoRe Lab, Colombo, Sri Lanka; Wijesekera, P., ICSI, University of California, Berkeley, Berkeley, United States; Iamnitchi, A., Institute of Data Science, Maastricht University, Maastricht, Netherlands","Horawalavithana, S.; CSE, United States; email: sameera1@usf.edu
Iamnitchi, A.; Institute of Data Science, Netherlands; email: a.iamnitchi@maastrichtuniversity.nl",,"Springer",1381298X,,,,"English","Comput. Math. Organ. Theory",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85142886759
"Forgia A.L.","58556627000;","The Impact of Management on Clinical Performance: Evidence from Physician Practice Management Companies",2023,"Management Science","69","8",,"4646","4667",,,"10.1287/MNSC.2022.4571","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169299772&doi=10.1287%2fMNSC.2022.4571&partnerID=40&md5=74db5f5e7524e8386ccd3d6aefd13f78","Haas School of Business, University of California, Berkeley, CA  94720, United States","Forgia, A.L., Haas School of Business, University of California, Berkeley, CA  94720, United States","Forgia, A.L.; Haas School of Business, United States; email: ambar@berkeley.edu",,"INFORMS Inst.for Operations Res.and the Management Sciences",00251909,,MSCIA,,"English","Manage Sci",Article,"Final","",Scopus,2-s2.0-85169299772
"Immorlica N., Lucier B., Manshadi V., Wei A.","8552754000;24483722200;20435955700;57205193655;","Designing Approximately Optimal Search on Matching Platforms",2023,"Management Science","69","8",,"4609","4626",,,"10.1287/MNSC.2022.4601","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169289790&doi=10.1287%2fMNSC.2022.4601&partnerID=40&md5=29817fd2e7f3bd7d7ea627e1cd89f188","Microsoft Research, New York, NY  10012, United States; Microsoft Research, Cambridge, MA  02142, United States; Yale School of Management, New Haven, CT  06511, United States; Computer Science Division, University of California-Berkeley, Berkeley, CA  94720, United States","Immorlica, N., Microsoft Research, New York, NY  10012, United States; Lucier, B., Microsoft Research, Cambridge, MA  02142, United States; Manshadi, V., Yale School of Management, New Haven, CT  06511, United States; Wei, A., Computer Science Division, University of California-Berkeley, Berkeley, CA  94720, United States","Manshadi, V.; Yale School of ManagementUnited States; email: vahideh.manshadi@yale.edu",,"INFORMS Inst.for Operations Res.and the Management Sciences",00251909,,MSCIA,,"English","Manage Sci",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85169289790
"Jin C., Yang Z., Wang Z., Jordan M.I.","55699005200;57192153937;56393977400;57220715546;","Provably Efficient Reinforcement Learning with Linear Function Approximation",2023,"Mathematics of Operations Research","48","3",,"1496","1521",,,"10.1287/moor.2022.1309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168834905&doi=10.1287%2fmoor.2022.1309&partnerID=40&md5=7754df9c8f6f8903038c740d2ab0f308","Princeton University, Princeton, NJ  08544, United States; Yale University, New Haven, CT  06520, United States; Northwestern University, Evanston, IL  60208, United States; University of California Berkeley, Berkeley, CA  94720, United States","Jin, C., Princeton University, Princeton, NJ  08544, United States; Yang, Z., Yale University, New Haven, CT  06520, United States; Wang, Z., Northwestern University, Evanston, IL  60208, United States; Jordan, M.I., University of California Berkeley, Berkeley, CA  94720, United States","Yang, Z.; Yale UniversityUnited States; email: zhuoran.yang@yale.edu",,"INFORMS Inst.for Operations Res.and the Management Sciences",0364765X,,MORED,,"English","Math Oper Res",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85168834905
"Jeziorski P.","56410826000;","Empirical Model of Dynamic Merger Enforcement-Choosing Ownership Caps in U.S. Radio",2023,"Management Science","69","8",,"4457","4480",,,"10.1287/mnsc.2022.4599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168826710&doi=10.1287%2fmnsc.2022.4599&partnerID=40&md5=09d6693c936e0627fcec3cced22809d4","Haas School of Business, University of California Berkeley, Berkeley, CA  94720, United States","Jeziorski, P., Haas School of Business, University of California Berkeley, Berkeley, CA  94720, United States","Jeziorski, P.; Haas School of Business, United States; email: przemekj@berkeley.edu",,"INFORMS Inst.for Operations Res.and the Management Sciences",00251909,,MSCIA,,"English","Manage Sci",Article,"Final","",Scopus,2-s2.0-85168826710
"Ramdas A., Barber R.F., Candès E.J., Tibshirani R.J.","55925509600;56581332700;6603825406;57219633823;","Permutation Tests Using Arbitrary Permutation Distributions",2023,"Sankhya A","85","2",,"1156","1177",,,"10.1007/s13171-023-00308-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160834913&doi=10.1007%2fs13171-023-00308-8&partnerID=40&md5=05aaaa563292e8eebcb0932b4b52d1c6","Departments of Statistics and Machine Learning, Carnegie Mellon University, Pittsburgh, United States; Department of Statistics, University of Chicago, Chicago, United States; Departments of Statistics and Mathematics, Stanford University, Stanford, United States; Department of Statistics, University of California Berkeley, Berkeley, United States","Ramdas, A., Departments of Statistics and Machine Learning, Carnegie Mellon University, Pittsburgh, United States; Barber, R.F., Department of Statistics, University of Chicago, Chicago, United States; Candès, E.J., Departments of Statistics and Mathematics, Stanford University, Stanford, United States; Tibshirani, R.J., Department of Statistics, University of California Berkeley, Berkeley, United States","Ramdas, A.; Departments of Statistics and Machine Learning, United States; email: aramdas@stat.cmu.edu",,"Springer",0976836X,,,,"English","Sankhya A",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85160834913
"Krishnamurthy A., Lykouris T., Podimata C., Schapire R.","55208589700;56491344400;57202982309;7003469333;","Contextual Search in the Presence of Adversarial Corruptions",2023,"Operations Research","71","4",,"1120","1135",,,"10.1287/opre.2022.2365","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168754214&doi=10.1287%2fopre.2022.2365&partnerID=40&md5=97113c2061c635f7b8071cbd8c996135","Microsoft Research, New York, NY  10012, United States; Sloan School ofManagement, Massachusetts Institute of Technology, Cambridge, MA  02142, United States; School of Engineering and Applied Sciences, UC Berkeley, Berkeley, CA  94720, United States","Krishnamurthy, A., Microsoft Research, New York, NY  10012, United States; Lykouris, T., Sloan School ofManagement, Massachusetts Institute of Technology, Cambridge, MA  02142, United States; Podimata, C., School of Engineering and Applied Sciences, UC Berkeley, Berkeley, CA  94720, United States; Schapire, R., Microsoft Research, New York, NY  10012, United States","Krishnamurthy, A.; Microsoft ResearchUnited States; email: akshaykr@microsoft.com
Schapire, R.; Microsoft ResearchUnited States; email: schapire@microsoft.com
Lykouris, T.; Sloan School ofManagement, United States; email: lykouris@mit.edu
Podimata, C.; School of Engineering and Applied Sciences, United States; email: podimata@berkeley.edu",,"INFORMS Inst.for Operations Res.and the Management Sciences",0030364X,,OPREA,,"English","Oper Res",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85168754214
"Gu H., Guo X., Wei X., Xu R.","57210388236;34769583600;57219505959;57207690394;","Dynamic Programming Principles for Mean-Field Controls with Learning",2023,"Operations Research","71","4",,"1040","1054",,,"10.1287/opre.2022.2395","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168299587&doi=10.1287%2fopre.2022.2395&partnerID=40&md5=6793d8a8b174ac23100fbf4b426c66e4","Department of Mathematics, University of California, Berkeley, CA  94720, United States; Department of Industrial Engineering and Operations Research, University of California, Berkeley, CA  94720, United States; Tsinghua-Berkeley Shenzhen Institute, Shenzen, 518055, China; Industrial and Systems Engineering, University of Southern California, Los Angeles, CA  90001, United States","Gu, H., Department of Mathematics, University of California, Berkeley, CA  94720, United States; Guo, X., Department of Industrial Engineering and Operations Research, University of California, Berkeley, CA  94720, United States; Wei, X., Tsinghua-Berkeley Shenzhen Institute, Shenzen, 518055, China; Xu, R., Industrial and Systems Engineering, University of Southern California, Los Angeles, CA  90001, United States","Guo, X.; Department of Industrial Engineering and Operations Research, United States; email: xinguo@berkeley.edu",,"INFORMS Inst.for Operations Res.and the Management Sciences",0030364X,,OPREA,,"English","Oper Res",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85168299587
"Li S., Udwani R.","58499228400;55837511300;","The non-Markovian nature of nested logit choice",2023,"Operations Research Letters","51","4",,"461","467",,,"10.1016/j.orl.2023.06.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165461597&doi=10.1016%2fj.orl.2023.06.007&partnerID=40&md5=f4085277028f61d4427e1b28672bcd01","UC Berkeley, United States; UC Berkeley, Department of IEOR, United States","Li, S., UC Berkeley, United States, UC Berkeley, Department of IEOR, United States; Udwani, R., UC Berkeley, United States, UC Berkeley, Department of IEOR, United States","Li, S.; UC BerkeleyUnited States; email: selenajli@berkeley.edu",,"Elsevier B.V.",01676377,,ORLED,,"English","Oper Res Lett",Article,"Final","",Scopus,2-s2.0-85165461597
"Jin Z., Wang Y., Lim Y.F., Pan K., Shen Z.-J.M.","57209313144;36015886200;8868828300;54883210000;58022797300;","Vehicle Rebalancing in a Shared Micromobility System with Rider Crowdsourcing",2023,"Manufacturing and Service Operations Management","25","4",,"1394","1415",,2,"10.1287/msom.2023.1199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163220997&doi=10.1287%2fmsom.2023.1199&partnerID=40&md5=6599bdf9ef075e7fd9abdf270d267a64","Faculty of Business, The Hong Kong Polytechnic University, Kowloon, Hong Kong; Lee Kong Chian School of Business, Singapore Management University, Singapore, 188065, Singapore; College of Engineering, University of California, Berkeley, Berkeley, CA  94720, United States; Faculty of Engineering, Faculty of Business and Economics, The University of Hong Kong, Hong Kong","Jin, Z., Faculty of Business, The Hong Kong Polytechnic University, Kowloon, Hong Kong; Wang, Y., Faculty of Business, The Hong Kong Polytechnic University, Kowloon, Hong Kong; Lim, Y.F., Lee Kong Chian School of Business, Singapore Management University, Singapore, 188065, Singapore; Pan, K., Faculty of Business, The Hong Kong Polytechnic University, Kowloon, Hong Kong; Shen, Z.-J.M., College of Engineering, University of California, Berkeley, Berkeley, CA  94720, United States, Faculty of Engineering, Faculty of Business and Economics, The University of Hong Kong, Hong Kong","Pan, K.; Faculty of Business, Hong Kong; email: kai.pan@polyu.edu.hk",,"INFORMS Inst.for Operations Res.and the Management Sciences",15234614,,MSOMF,,"English","Manuf. Serv. Oper. Manage.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85163220997
"Allon G., Cohen M.C., Sinchaisri W.P.","8845863000;57189311710;57219792605;","The Impact of Behavioral and Economic Drivers on Gig Economy Workers",2023,"Manufacturing and Service Operations Management","25","4",,"1376","1393",,2,"10.1287/msom.2023.1191","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153067132&doi=10.1287%2fmsom.2023.1191&partnerID=40&md5=04d11ee5329fde379af59803d260a017","The Wharton School, University of Pennsylvania, Philadelphia, PA  19104, United States; Desautels Faculty of Management, McGill University, Montreal, QC  H3A 0G4, Canada; Haas School of Business, University of California, Berkeley, CA  94720, United States","Allon, G., The Wharton School, University of Pennsylvania, Philadelphia, PA  19104, United States; Cohen, M.C., Desautels Faculty of Management, McGill University, Montreal, QC  H3A 0G4, Canada; Sinchaisri, W.P., Haas School of Business, University of California, Berkeley, CA  94720, United States","Sinchaisri, W.P.; Haas School of Business, United States; email: parksinchaisri@haas.berkeley.edu",,"INFORMS Inst.for Operations Res.and the Management Sciences",15234614,,MSOMF,,"English","Manuf. Serv. Oper. Manage.",Article,"Final","",Scopus,2-s2.0-85153067132
"Schäper T., Jung C., Foege J.N., Bogers M.L.A.M., Fainshmidt S., Nüesch S.","57218691983;57203527617;57191615974;36117631500;55359391500;16245776600;","The S-shaped relationship between open innovation and financial performance: A longitudinal perspective using a novel text-based measure",2023,"Research Policy","52","6","104764","","",,3,"10.1016/j.respol.2023.104764","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150485239&doi=10.1016%2fj.respol.2023.104764&partnerID=40&md5=7b4ace45764f08398dc73683719616f8","University of Muenster, School of Business & Economics, Schlossplatz 3, Muenster, 48143, Germany; Western University, Ivey Business School, 1255 Western Rd, London, ON  N6G 0N1, Canada; Leibniz University Hannover, School of Economics and Management, Königsworther Platz 1, Hannover, 30167, Germany; University of Fribourg, Boulevard de Pérolles 90, Fribourg, 1700, Switzerland; Eindhoven University of Technology, Innovation Technology Entrepreneurship & Marketing Group, Groene Loper 3, Eindhoven, 5612 AE, Netherlands; University of Copenhagen, Department of Food & Resource Economics, Rolighedsvej 23, Frederiksberg C, 1958, Denmark; University of California, Berkeley, Garwood Center for Corporate Innovation, Haas School of Business, 2220 Piedmont Ave, Berkeley, CA  94720, United States","Schäper, T., University of Muenster, School of Business & Economics, Schlossplatz 3, Muenster, 48143, Germany; Jung, C., Western University, Ivey Business School, 1255 Western Rd, London, ON  N6G 0N1, Canada; Foege, J.N., Leibniz University Hannover, School of Economics and Management, Königsworther Platz 1, Hannover, 30167, Germany; Bogers, M.L.A.M., Eindhoven University of Technology, Innovation Technology Entrepreneurship & Marketing Group, Groene Loper 3, Eindhoven, 5612 AE, Netherlands, University of Copenhagen, Department of Food & Resource Economics, Rolighedsvej 23, Frederiksberg C, 1958, Denmark, University of California, Berkeley, Garwood Center for Corporate Innovation, Haas School of Business, 2220 Piedmont Ave, Berkeley, CA  94720, United States; Fainshmidt, S., Western University, Ivey Business School, 1255 Western Rd, London, ON  N6G 0N1, Canada; Nüesch, S., University of Muenster, School of Business & Economics, Schlossplatz 3, Muenster, 48143, Germany, University of Fribourg, Boulevard de Pérolles 90, Fribourg, 1700, Switzerland","Schäper, T.; University of Muenster, Schlossplatz 3, Germany; email: thomas.schaeper@uni-muenster.de",,"Elsevier B.V.",00487333,,REPYB,,"English","Res Policy",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85150485239
"Lu X., Liu T., Liu H., Ding P.","57814024500;57814024600;55854233400;54415532200;","Design-based theory for cluster rerandomization",2023,"Biometrika","110","2",,"467","483",,1,"10.1093/biomet/asac045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171140003&doi=10.1093%2fbiomet%2fasac045&partnerID=40&md5=17f3756da53b2e5010f71bfaa62e24b2","Center for Statistical Science, Department of Industrial Engineering, Tsinghua University, Beijing, 100084, China; Department of Statistics, Harvard University, 1 Oxford Street, Cambridge, MA  02138, United States; Department of Statistics, University of California, Berkeley, 425 Evans Hall, Berkeley, CA  94720, United States","Lu, X., Center for Statistical Science, Department of Industrial Engineering, Tsinghua University, Beijing, 100084, China; Liu, T., Department of Statistics, Harvard University, 1 Oxford Street, Cambridge, MA  02138, United States; Liu, H., Center for Statistical Science, Department of Industrial Engineering, Tsinghua University, Beijing, 100084, China; Ding, P., Department of Statistics, University of California, Berkeley, 425 Evans Hall, Berkeley, CA  94720, United States","Liu, H.; Center for Statistical Science, China; email: lhz2016@tsinghua.edu.cn",,"Oxford University Press",00063444,,BIOKA,,"English","Biometrika",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85171140003
"Jin C., Yang L., Hosanagar K.","57221617287;57194836991;6506753323;","To Brush or Not to Brush: Product Rankings, Consumer Search, and Fake Orders",2023,"Information Systems Research","34","2",,"532","552",,1,"10.1287/isre.2022.1128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165446588&doi=10.1287%2fisre.2022.1128&partnerID=40&md5=e0e2294ad7db78352b681ea4c24fcc24","National University of Singapore, School of Computing, Department of Information Systems and Analytics, Singapore, 117417, Singapore; University of California, Berkeley, Haas School of Business, Berkeley, CA  94720, United States; University of Pennsylvania, The Wharton School, Philadelphia, PA  19104, United States","Jin, C., National University of Singapore, School of Computing, Department of Information Systems and Analytics, Singapore, 117417, Singapore; Yang, L., University of California, Berkeley, Haas School of Business, Berkeley, CA  94720, United States; Hosanagar, K., University of Pennsylvania, The Wharton School, Philadelphia, PA  19104, United States","Yang, L.; University of California, United States; email: luyiyang@haas.berkeley.edu",,"INFORMS Inst.for Operations Res.and the Management Sciences",10477047,,,,"English","Inf. Syst. Res.",Article,"Final","",Scopus,2-s2.0-85165446588
"Malmendier U., Pezone V., Zheng H.","17342742600;57225935300;58478281100;","Managerial Duties and Managerial Biases",2023,"Management Science","69","6",,"3174","3201",,2,"10.1287/mnsc.2022.4467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164257502&doi=10.1287%2fmnsc.2022.4467&partnerID=40&md5=302b2b97048e0cdc081aac6a3078efe9","University of California Berkeley, Berkeley, CA  94720, United States; Tilburg University, Tilburg, 5037 AB, Netherlands","Malmendier, U., University of California Berkeley, Berkeley, CA  94720, United States; Pezone, V., Tilburg University, Tilburg, 5037 AB, Netherlands; Zheng, H.","Malmendier, U.; University of California BerkeleyUnited States; email: ulrike@berkeley.edu",,"INFORMS Inst.for Operations Res.and the Management Sciences",00251909,,MSCIA,,"English","Manage Sci",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85164257502
