Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"French C.D., Shafique M.A., Bang H., Matias S.L.","57205243071;58142897000;57765700900;36006589500;","Perinatal Hospital Practices Are Associated with Breastfeeding through 5 Months Postpartum among Women and Infants from Low-Income Households",2023,"Journal of Nutrition","153","1",,"322","330",,,"10.1016/j.tjnut.2022.11.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150140172&doi=10.1016%2fj.tjnut.2022.11.007&partnerID=40&md5=9b7e88cc19cc1d12fdee5200e28a486e","Department of Nutritional Sciences and Toxicology, University of California, Berkeley, CA, United States; Wayne State University School of Medicine, Detroit, MI, United States; Division of Biostatistics, Department of Public Health Sciences, University of California, DavisCA, United States","French, C.D., Department of Nutritional Sciences and Toxicology, University of California, Berkeley, CA, United States; Shafique, M.A., Wayne State University School of Medicine, Detroit, MI, United States; Bang, H., Division of Biostatistics, Department of Public Health Sciences, University of California, DavisCA, United States; Matias, S.L., Department of Nutritional Sciences and Toxicology, University of California, Berkeley, CA, United States","Matias, S.L.; Department of Nutritional Sciences and Toxicology, United States; email: slmatias@berkeley.edu",,"Elsevier B.V.",00223166,,JONUA,"36913468","English","J. Nutr.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85150140172
"Murphy S.P., King J.C., Kretsch M.J., Butte N.F., Yates A.A., Blackburn M.L.","7402779252;7404244711;6701738685;7006783378;7202620597;55226182600;","Doris Howes Calloway: A Multicountry Study of the Impact of Moderate Malnutrition",2023,"Nutrition Today","58","1",,"27","33",,2,"10.1097/NT.0000000000000586","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147679788&doi=10.1097%2fNT.0000000000000586&partnerID=40&md5=7d107b730a66c616311cdc1a3ad3e3fe","University of Hawaii Cancer Center, Honolulu, United States; Department of Nutritional Sciences and Toxicology, University of California, Berkeley, United States; Agricultural Research Service, Deputy Administrator, Nutrition, Food Safety and Quality, Beltsville, MD, United States; Department of Pediatrics, Baylor College of Medicine, Us Department of Agriculture/Agricultural Research Service Children's Nutrition Research Center, Houston, TX, United States; North Atlantic Area, Us Department of Agriculture/Agricultural Research Service, Beltsville, MD, United States; University of California Agriculture and Natural Resources, Cooperative Extension, Alameda County, Hayward, CA, United States","Murphy, S.P., University of Hawaii Cancer Center, Honolulu, United States; King, J.C., Department of Nutritional Sciences and Toxicology, University of California, Berkeley, United States; Kretsch, M.J., Agricultural Research Service, Deputy Administrator, Nutrition, Food Safety and Quality, Beltsville, MD, United States; Butte, N.F., Department of Pediatrics, Baylor College of Medicine, Us Department of Agriculture/Agricultural Research Service Children's Nutrition Research Center, Houston, TX, United States; Yates, A.A., North Atlantic Area, Us Department of Agriculture/Agricultural Research Service, Beltsville, MD, United States; Blackburn, M.L., University of California Agriculture and Natural Resources, Cooperative Extension, Alameda County, Hayward, CA, United States","Murphy, S.P.; University of Hawaii Cancer Center, 521 Prospect Street, United States; email: Suzanne@cc.hawaii.edu",,"Lippincott Williams and Wilkins",0029666X,,,,"English","Nutr. Today",Article,"Final","",Scopus,2-s2.0-85147679788
"Levenson R.W., Chen K.-H., Levan D.T., Chen E.Y., Newton S.L., Paul D., Yee C.I., Brown C.L., Merrilees J., Moss D., Wang G.","7103227448;56441844600;58094128600;58094319900;57205681333;58094504200;37036459100;56244765500;8076024100;58094692300;57189466690;","Evaluating In-home Assistive Technology for Dementia Caregivers",2023,"Clinical Gerontologist",,,,"","",,,"10.1080/07317115.2023.2169652","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147578112&doi=10.1080%2f07317115.2023.2169652&partnerID=40&md5=f2ae45d6a8e1de2db0cf469d292f33a9","Department of Psychology, University of California, Berkeley, United States; Department of Psychology, Stanford University, Stanford, CA, United States; Department of Quantitative and Health Sciences, Mayo Clinic, Scottsdale, AZ, United States; Department of Psychology, Georgetown University, Washington, D.C, United States; Memory and Aging Center, Department of Neurology, University of California, San Francisco, United States; Care Daily Company, Palo Alto, CA, United States","Levenson, R.W., Department of Psychology, University of California, Berkeley, United States; Chen, K.-H., Department of Psychology, University of California, Berkeley, United States; Levan, D.T., Department of Psychology, University of California, Berkeley, United States; Chen, E.Y., Department of Psychology, Stanford University, Stanford, CA, United States; Newton, S.L., Department of Psychology, University of California, Berkeley, United States; Paul, D., Department of Psychology, University of California, Berkeley, United States; Yee, C.I., Department of Quantitative and Health Sciences, Mayo Clinic, Scottsdale, AZ, United States; Brown, C.L., Department of Psychology, Georgetown University, Washington, D.C, United States; Merrilees, J., Memory and Aging Center, Department of Neurology, University of California, San Francisco, United States; Moss, D., Care Daily Company, Palo Alto, CA, United States; Wang, G., Care Daily Company, Palo Alto, CA, United States","Levenson, R.W.; Department of Psychology, 2121 Berkeley Way, United States; email: boblev@berkeley.edu",,"Routledge",07317115,,CLGED,,"English","Clin. Gerontol.",Article,"Article in Press","All Open Access, Hybrid Gold",Scopus,2-s2.0-85147578112
"Filippini T., Fairweather-Tait S., Vinceti M.","56638659600;7004906100;6701585191;","Selenium and immune function: a systematic review and meta-analysis of experimental human studies",2023,"American Journal of Clinical Nutrition","117","1",,"93","110",,3,"10.1016/j.ajcnut.2022.11.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147121618&doi=10.1016%2fj.ajcnut.2022.11.007&partnerID=40&md5=ceb9a50ffb52da885e17daedbaafc8bb","Environmental, Genetic and Nutritional Epidemiology Research Center (CREAGEN), Section of Public Health, Department of Biomedical, Metabolic and Neural Sciences, University of Modena and Reggio Emilia, Modena, Italy; School of Public Health, University of California Berkeley, Berkeley, CA, United States; Norwich Medical School, University of East Anglia, Norwich, United Kingdom; Department of Epidemiology, Boston University School of Public Health, Boston, MA, United States","Filippini, T., Environmental, Genetic and Nutritional Epidemiology Research Center (CREAGEN), Section of Public Health, Department of Biomedical, Metabolic and Neural Sciences, University of Modena and Reggio Emilia, Modena, Italy, School of Public Health, University of California Berkeley, Berkeley, CA, United States; Fairweather-Tait, S., Norwich Medical School, University of East Anglia, Norwich, United Kingdom; Vinceti, M., Environmental, Genetic and Nutritional Epidemiology Research Center (CREAGEN), Section of Public Health, Department of Biomedical, Metabolic and Neural Sciences, University of Modena and Reggio Emilia, Modena, Italy, Department of Epidemiology, Boston University School of Public Health, Boston, MA, United States","Fairweather-Tait, S.; Norwich Medical School, United Kingdom; email: s.fairweather-tait@uea.ac.uk",,"Elsevier B.V.",00029165,,AJCNA,"36789948","English","Am. J. Clin. Nutr.",Article,"Final","",Scopus,2-s2.0-85147121618
"Reponen E., Rundall T.G., Shortell S.M., Blodgett J.C., Jokela R., Mäkijärvi M., Torkki P.","56287951200;7004198916;7101883588;57202111028;57517427900;57211928044;8550360400;","Expert-Identified Practices for Achieving Measurable Performance Improvements With Lean Implementation",2023,"Quality Management in Health Care","32","1",,"1","7",,,"10.1097/QMH.0000000000000349","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145022778&doi=10.1097%2fQMH.0000000000000349&partnerID=40&md5=eb21ea7b00fec989fc89321e93c53046","Center for Lean Engagement and Research in Healthcare, School of Public Health, University of California, Berkeley, United States; HUS Helsinki University Hospital, Helsinki, Finland; Department of Public Health, Faculty of Medicine, University of Helsinki, Helsinki, Finland","Reponen, E., Center for Lean Engagement and Research in Healthcare, School of Public Health, University of California, Berkeley, United States, HUS Helsinki University Hospital, Helsinki, Finland; Rundall, T.G., Center for Lean Engagement and Research in Healthcare, School of Public Health, University of California, Berkeley, United States; Shortell, S.M., Center for Lean Engagement and Research in Healthcare, School of Public Health, University of California, Berkeley, United States; Blodgett, J.C., Center for Lean Engagement and Research in Healthcare, School of Public Health, University of California, Berkeley, United States; Jokela, R., HUS Helsinki University Hospital, Helsinki, Finland; Mäkijärvi, M., HUS Helsinki University Hospital, Helsinki, Finland; Torkki, P., Department of Public Health, Faculty of Medicine, University of Helsinki, Helsinki, Finland","Reponen, E.; HUS Helsinki University Hospital, PO Box 900, Finland; email: elina.reponen@hus.fi",,"Lippincott Williams and Wilkins",10638628,,,"35389957","English","Qual. Manage. Health Care",Article,"Final","",Scopus,2-s2.0-85145022778
"Lwi S.J., Ford B.Q., Levenson R.W.","56667698700;35093849100;7103227448;","Cultural differences in caring for people with dementia: a pilot study of concern about losing face and loneliness in Chinese American and European American caregivers",2023,"Clinical Gerontologist","46","2",,"207","222",,1,"10.1080/07317115.2022.2137448","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141209748&doi=10.1080%2f07317115.2022.2137448&partnerID=40&md5=85da0e1ed496fc737facc7a39ff8c5ef","VA Northern California Health Care System, Martinez, CA, United States; Department of Psychology, University of Toronto, Toronto, ON, Canada; Department of Psychology, University of California, Berkeley, CA, United States","Lwi, S.J., VA Northern California Health Care System, Martinez, CA, United States; Ford, B.Q., Department of Psychology, University of Toronto, Toronto, ON, Canada; Levenson, R.W., Department of Psychology, University of California, Berkeley, CA, United States","Levenson, R.W.; Department of Psychology, 2121 Berkeley Way, United States; email: boblev@berkeley.edu",,"Routledge",07317115,,CLGED,"36309843","English","Clin. Gerontol.",Article,"Final","",Scopus,2-s2.0-85141209748
"Thurstans S., Wrottesley S.V., Fenn B., Khara T., Bahwere P., Berkley J.A., Black R.E., Boyd E., Garenne M., Isanaka S., Lelijveld N., McDonald C.M., Mertens A., Mwangome M., O'Brien K.S., Stobaugh H., Taneja S., West K.P., Guerrero S., Kerac M., Briend A., Myatt M.","24339567300;56193470000;26642423200;6506148814;6602952610;57216110455;26541165000;57197925590;7005375211;23089076100;55771497100;36787164200;57200410188;36028408500;57197550553;55604961400;34573224400;7401596757;9635519100;24448116200;55410770100;6602693212;","Anthropometric deficits and the associated risk of death by age and sex in children aged 6–59 months: A meta-analysis",2023,"Maternal and Child Nutrition","19","1","e13431","","",,,"10.1111/mcn.13431","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138707369&doi=10.1111%2fmcn.13431&partnerID=40&md5=421267618783768e55bb25fcc4f85a42","London School of Hygiene and Tropical Medicine, London, United Kingdom; Emergency Nutrition Network, Kidlington, United Kingdom; Epidemiology, Biostatistics and Clinical Research Centre, School of public Health, Université libre de Bruxelles, Brussels, Belgium; Centre for Tropical Medicine & Global Health, University of Oxford, Oxford, United Kingdom; Kenya Medical Research Institute (KEMRI), Centre for Geographic Medicine Research Coast (CGMRC) & KEMRI Wellcome Trust Research Programme, Kilifi, Kenya; Department of International Health, Johns Hopkins Bloomberg School of Public Health, Baltimore, United States; USAID/Bureau of Humanitarian Assistance, Washington, DC, United States; Friedman School of Nutrition Science and Policy, Tufts University, Boston, MA, United States; IRD, UMI Résiliences, Paris, France; Institut Pasteur, Epidémiologie des Maladies Emergentes, Paris, France; FERDI, Université d'Auvergne, Clermont-Ferrand, France; MRC/Wits Rural Public Health and Health Transitions Research Unit, School of Public Health, Faculty of Health Sciences, University of the Witwatersrand, Johannesburg, South Africa; Harvard T. H. Chan School of Public Health, Boston, MA, United States; Epicentre, Paris, France; Departments of Pediatrics, and Epidemiology & Biostatistics, University of California, San Francisco, CA, United States; Department of Nutrition, University of California, Davis, United States; Division of Epidemiology & Biostatistics, University of California, Berkeley, United States; Francis I. Proctor Foundation, University of California, San Francisco, United States; Action Against Hunger USA, New York, NY, United States; Center for Health Research and Development, Society for Applied Studies, New Delhi, India; United Nations Children's Fund (UNICEF), New York, United States; Center for Child Health Research, Faculty of Medicine and Medical Technology, Tampere University, Tampere, Finland; Department of Nutrition, Exercise, and Sports, University of Copenhagen, Fredericksberg, Denmark; Brixton Health, Llwyngwril, Gwynedd, United Kingdom","Thurstans, S., London School of Hygiene and Tropical Medicine, London, United Kingdom, Emergency Nutrition Network, Kidlington, United Kingdom; Wrottesley, S.V., Emergency Nutrition Network, Kidlington, United Kingdom; Fenn, B., Emergency Nutrition Network, Kidlington, United Kingdom; Khara, T., Emergency Nutrition Network, Kidlington, United Kingdom; Bahwere, P., Epidemiology, Biostatistics and Clinical Research Centre, School of public Health, Université libre de Bruxelles, Brussels, Belgium; Berkley, J.A., Centre for Tropical Medicine & Global Health, University of Oxford, Oxford, United Kingdom, Kenya Medical Research Institute (KEMRI), Centre for Geographic Medicine Research Coast (CGMRC) & KEMRI Wellcome Trust Research Programme, Kilifi, Kenya; Black, R.E., Department of International Health, Johns Hopkins Bloomberg School of Public Health, Baltimore, United States; Boyd, E., USAID/Bureau of Humanitarian Assistance, Washington, DC, United States, Friedman School of Nutrition Science and Policy, Tufts University, Boston, MA, United States; Garenne, M., IRD, UMI Résiliences, Paris, France, Institut Pasteur, Epidémiologie des Maladies Emergentes, Paris, France, FERDI, Université d'Auvergne, Clermont-Ferrand, France, MRC/Wits Rural Public Health and Health Transitions Research Unit, School of Public Health, Faculty of Health Sciences, University of the Witwatersrand, Johannesburg, South Africa; Isanaka, S., Harvard T. H. Chan School of Public Health, Boston, MA, United States, Epicentre, Paris, France; Lelijveld, N., Emergency Nutrition Network, Kidlington, United Kingdom; McDonald, C.M., Departments of Pediatrics, and Epidemiology & Biostatistics, University of California, San Francisco, CA, United States, Department of Nutrition, University of California, Davis, United States; Mertens, A., Division of Epidemiology & Biostatistics, University of California, Berkeley, United States; Mwangome, M., Kenya Medical Research Institute (KEMRI), Centre for Geographic Medicine Research Coast (CGMRC) & KEMRI Wellcome Trust Research Programme, Kilifi, Kenya; O'Brien, K.S., Francis I. Proctor Foundation, University of California, San Francisco, United States; Stobaugh, H., Friedman School of Nutrition Science and Policy, Tufts University, Boston, MA, United States, Action Against Hunger USA, New York, NY, United States; Taneja, S., Center for Health Research and Development, Society for Applied Studies, New Delhi, India; West, K.P., Department of International Health, Johns Hopkins Bloomberg School of Public Health, Baltimore, United States; Guerrero, S., United Nations Children's Fund (UNICEF), New York, United States; Kerac, M., London School of Hygiene and Tropical Medicine, London, United Kingdom; Briend, A., Center for Child Health Research, Faculty of Medicine and Medical Technology, Tampere University, Tampere, Finland, Department of Nutrition, Exercise, and Sports, University of Copenhagen, Fredericksberg, Denmark; Myatt, M., Brixton Health, Llwyngwril, Gwynedd, United Kingdom","Thurstans, S.; London School of Hygiene and Tropical MedicineUnited Kingdom; email: susan.thurstans@lshtm.ac.uk",,"John Wiley and Sons Inc",17408695,,,"36164997","English","Matern. Child Nutr.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85138707369
"Qureshi F., Aris I.M., Rifas-Shiman S.L., Perng W., Oken E., Rich-Edwards J., Cardenas A., Baccarelli A.A., Enlow M.B., Belfort M.B., Tiemeier H.","55802803000;57204016104;57216597735;55183448400;57216595262;57216599537;55315594400;57203175853;35486708800;16030702900;58387761500;","Associations of cord blood leukocyte telomere length with adiposity growth from infancy to adolescence",2023,"Pediatric Obesity","18","1","e12977","","",,,"10.1111/ijpo.12977","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137491933&doi=10.1111%2fijpo.12977&partnerID=40&md5=34609a7798f9fa92ca1fc76eb0b0acfd","Department of Population, Family and Reproductive Health, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, United States; Division of Chronic Disease Research Across the Lifecourse, Department of Population Medicine, Harvard Medical School and Harvard Pilgrim Health Care Institute, Boston, MA, United States; Department of Epidemiology, Lifecourse Epidemiology of Adiposity and Diabetes (LEAD) Center, Colorado School of Public Health, University of Colorado Anschutz Medical Campus, Aurora, CO, United States; Department of Nutrition, Harvard T.H. Chan School of Public Health, Boston, MA, United States; Department of Epidemiology, Harvard T.H. Chan School of Public Health, Boston, MA, United States; Division of Women's Health, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, MA, United States; Division of Environmental Health Sciences, University of California Berkeley School of Public Health, Berkeley, CA, United States; Center for Computational Biology, University of California Berkeley, Berkeley, CA, United States; Laboratory of Environmental Epigenetics, Departments of Environmental Health Sciences and Epidemiology, Columbia University Mailman School of Public Health, New York, NY, United States; Department of Psychiatry and Behavioral Sciences, Boston Children's Hospital, Boston, MA, United States; Department of Psychiatry, Harvard Medical School, Boston, MA, United States; Department of Pediatric Newborn Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, MA, United States; Department of Social and Behavioral Sciences, Harvard T.H. Chan School of Public Health, Boston, MA, United States","Qureshi, F., Department of Population, Family and Reproductive Health, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, United States; Aris, I.M., Division of Chronic Disease Research Across the Lifecourse, Department of Population Medicine, Harvard Medical School and Harvard Pilgrim Health Care Institute, Boston, MA, United States; Rifas-Shiman, S.L., Division of Chronic Disease Research Across the Lifecourse, Department of Population Medicine, Harvard Medical School and Harvard Pilgrim Health Care Institute, Boston, MA, United States; Perng, W., Department of Epidemiology, Lifecourse Epidemiology of Adiposity and Diabetes (LEAD) Center, Colorado School of Public Health, University of Colorado Anschutz Medical Campus, Aurora, CO, United States; Oken, E., Division of Chronic Disease Research Across the Lifecourse, Department of Population Medicine, Harvard Medical School and Harvard Pilgrim Health Care Institute, Boston, MA, United States, Department of Nutrition, Harvard T.H. Chan School of Public Health, Boston, MA, United States; Rich-Edwards, J., Department of Epidemiology, Harvard T.H. Chan School of Public Health, Boston, MA, United States, Division of Women's Health, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, MA, United States; Cardenas, A., Division of Environmental Health Sciences, University of California Berkeley School of Public Health, Berkeley, CA, United States, Center for Computational Biology, University of California Berkeley, Berkeley, CA, United States; Baccarelli, A.A., Laboratory of Environmental Epigenetics, Departments of Environmental Health Sciences and Epidemiology, Columbia University Mailman School of Public Health, New York, NY, United States; Enlow, M.B., Department of Psychiatry and Behavioral Sciences, Boston Children's Hospital, Boston, MA, United States, Department of Psychiatry, Harvard Medical School, Boston, MA, United States; Belfort, M.B., Department of Pediatric Newborn Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, MA, United States; Tiemeier, H., Department of Social and Behavioral Sciences, Harvard T.H. Chan School of Public Health, Boston, MA, United States","Qureshi, F.; Department of Population, United States; email: fqureshi@jhu.edu",,"John Wiley and Sons Ltd",20476302,,,"36085441","English","Pediatr. Obes.",Article,"Final","",Scopus,2-s2.0-85137491933
"Luna C., Pashall J.","57223134828;57444200100;","Fat kinship for love and liberation: a dialogue across difference",2023,"Fat Studies","12","2",,"325","337",,1,"10.1080/21604851.2022.2031580","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124243430&doi=10.1080%2f21604851.2022.2031580&partnerID=40&md5=97c40045379567c9de7e0017745c1b9d","Theater, Dance and Performance Studies, University of California, Berkeley, CA, United States","Luna, C., Theater, Dance and Performance Studies, University of California, Berkeley, CA, United States; Pashall, J., Theater, Dance and Performance Studies, University of California, Berkeley, CA, United States","Luna, C.; Theater, 15 Dwinelle Hall MC 2560, United States; email: ctluna@berkeley.edu",,"Routledge",21604851,,,,"English","Fat Stud.",Article,"Final","",Scopus,2-s2.0-85124243430
"Kuptsova S.V., Dragoy O.V., Ivanova M.V.","55344594700;36522630700;57205859404;","Switching attention deficits in post-stroke individuals with different aphasia types",2023,"Aphasiology","37","2",,"260","287",,2,"10.1080/02687038.2021.2002804","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120051756&doi=10.1080%2f02687038.2021.2002804&partnerID=40&md5=873e6392e2c5592f44cf1f92ee26c85b","Center for Speech Pathology and Neurorehabilitation, Moscow, Russian Federation; HSE University, Moscow, Russian Federation; Institute of Linguistics, Russian Academy of Sciences, Moscow, Russian Federation; Department of Psychology, University of California Berkeley, Berkeley, CA, United States","Kuptsova, S.V., Center for Speech Pathology and Neurorehabilitation, Moscow, Russian Federation, HSE University, Moscow, Russian Federation; Dragoy, O.V., HSE University, Moscow, Russian Federation, Institute of Linguistics, Russian Academy of Sciences, Moscow, Russian Federation; Ivanova, M.V., Department of Psychology, University of California Berkeley, Berkeley, CA, United States","Kuptsova, S.V.; Center for Speech Pathology and NeurorehabilitationRussian Federation; email: kuptsova.svetlana.v@gmail.com",,"Routledge",02687038,,APHAE,,"English","Aphasiology",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85120051756
"Curry L., Cherlin E., Ayedun A., Rubeo C., Straker J., Wilson T.L., Brewster A.","7005109645;6603331459;57216310239;57761512900;6602848648;57189636138;56428744300;","How Do Area Agencies on Aging Build Partnerships With Health Care Organizations?",2022,"Gerontologist","62","10",,"1409","1419",,1,"10.1093/geront/gnac019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149145079&doi=10.1093%2fgeront%2fgnac019&partnerID=40&md5=bd4c145ca90ef7a4d1efbfb903d5a9bb","Global Health Leadership Initiative, Yale School of Public Health, New Haven, CT, United States; Yale School of Management, New Haven, CT, United States; Division of Health Policy and Management, School of Public Health, University of California, Berkeley, Berkeley, CA, United States; Scripps Gerontology Center, Department of Sociology and Gerontology, Miami University, Oxford, OH, United States; USAging, Washington, DC, United States","Curry, L., Global Health Leadership Initiative, Yale School of Public Health, New Haven, CT, United States, Yale School of Management, New Haven, CT, United States; Cherlin, E., Global Health Leadership Initiative, Yale School of Public Health, New Haven, CT, United States; Ayedun, A., Global Health Leadership Initiative, Yale School of Public Health, New Haven, CT, United States; Rubeo, C., Division of Health Policy and Management, School of Public Health, University of California, Berkeley, Berkeley, CA, United States; Straker, J., Scripps Gerontology Center, Department of Sociology and Gerontology, Miami University, Oxford, OH, United States; Wilson, T.L., Scripps Gerontology Center, Department of Sociology and Gerontology, Miami University, Oxford, OH, United States, USAging, Washington, DC, United States; Brewster, A., Division of Health Policy and Management, School of Public Health, University of California, Berkeley, Berkeley, CA, United States","Curry, L.; Department of Health Policy and Management, 60 College Street, United States; email: leslie.curry@yale.edu",,"Gerontological Society of America",00169013,,GRNTA,,"English","Gerontologist",Article,"Final","",Scopus,2-s2.0-85149145079
"Benesch T.D., Moore J.E., Breyre A.M., DeWitt R., Nattinger C.C., Dellinger E., Anderson E.S., Bulman L.","57210942899;57199210763;44461034500;58035468900;58035365100;58035365200;56405715400;58035899600;","Primary palliative care education in emergency medicine residency: A mixed-methods analysis of a yearlong, multimodal intervention",2022,"AEM Education and Training","6","6","e10823","","",,2,"10.1002/aet2.10823","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145075873&doi=10.1002%2faet2.10823&partnerID=40&md5=94c5710a347dff5cd87200e6357b1365","Alameda Health System, Highland Hospital, Oakland, CA, United States; Department of Emergency Medicine, Yale School of Medicine, New Haven, CT, United States; Joint Medical Program, University of California, Berkeley and University of California, San Francisco, Berkeley, CA, United States","Benesch, T.D., Alameda Health System, Highland Hospital, Oakland, CA, United States; Moore, J.E., Alameda Health System, Highland Hospital, Oakland, CA, United States; Breyre, A.M., Department of Emergency Medicine, Yale School of Medicine, New Haven, CT, United States; DeWitt, R., Joint Medical Program, University of California, Berkeley and University of California, San Francisco, Berkeley, CA, United States; Nattinger, C.C., Joint Medical Program, University of California, Berkeley and University of California, San Francisco, Berkeley, CA, United States; Dellinger, E., Alameda Health System, Highland Hospital, Oakland, CA, United States; Anderson, E.S., Alameda Health System, Highland Hospital, Oakland, CA, United States; Bulman, L., Alameda Health System, Highland Hospital, Oakland, CA, United States","Benesch, T.D.; Highland Hospital, United States; email: tbenesch@alamedahealthsystem.org",,"John Wiley and Sons Inc",24725390,,,,"English","AEM Edu. Train.",Article,"Final","",Scopus,2-s2.0-85145075873
"Nickels E.M., Li S., Morimoto L., Kang A.Y., de Smith A.J., Metayer C., Wiemels J.L.","55538373700;57221915426;6507247896;55934319600;16416776100;7004113806;7004014285;","Periconceptional folate intake influences DNA methylation at birth based on dietary source in an analysis of pediatric acute lymphoblastic leukemia cases and controls",2022,"American Journal of Clinical Nutrition","116","6",,"1553","1564",,2,"10.1093/ajcn/nqac283","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144588873&doi=10.1093%2fajcn%2fnqac283&partnerID=40&md5=6e0feb3b5c46b30b452657c7eb3cc2fb","Children's Hospital Los Angeles, Center for Blood Disease Institute, Los Angeles, CA, United States; University of Southern California Keck School of Medicine, Center for Genetic Epidemiology, Los Angeles, CA, United States; School of Public Health, University of California, Berkeley, Berkeley, CA, United States","Nickels, E.M., Children's Hospital Los Angeles, Center for Blood Disease Institute, Los Angeles, CA, United States, University of Southern California Keck School of Medicine, Center for Genetic Epidemiology, Los Angeles, CA, United States; Li, S., University of Southern California Keck School of Medicine, Center for Genetic Epidemiology, Los Angeles, CA, United States; Morimoto, L., School of Public Health, University of California, Berkeley, Berkeley, CA, United States; Kang, A.Y., School of Public Health, University of California, Berkeley, Berkeley, CA, United States; de Smith, A.J., University of Southern California Keck School of Medicine, Center for Genetic Epidemiology, Los Angeles, CA, United States; Metayer, C., School of Public Health, University of California, Berkeley, Berkeley, CA, United States; Wiemels, J.L., University of Southern California Keck School of Medicine, Center for Genetic Epidemiology, Los Angeles, CA, United States","Wiemels, J.L.; University of Southern California Keck School of Medicine, United States; email: wiemels@usc.edu",,"Elsevier B.V.",00029165,,AJCNA,"36178055","English","Am. J. Clin. Nutr.",Article,"Final","",Scopus,2-s2.0-85144588873
