Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Ernesto Guerra V., Eugenio Bobenrieth H., Juan Bobenrieth H., Wright B.D.","58189656200;58188445500;58189656300;7402346837;","Endogenous thresholds in energy prices: Modeling and empirical estimation",2023,"Energy Economics","121",,"106669","","",,,"10.1016/j.eneco.2023.106669","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152888880&doi=10.1016%2fj.eneco.2023.106669&partnerID=40&md5=d1d140e1ac57c486cf4a393003253edc","Universidad Católica de la Santísima Concepción, Chile; Pontificia Universidad Católica de Chile, Chile; Universidad del Bío-Bío, Chile; University of California, Berkeley, United States","Ernesto Guerra, V., Universidad Católica de la Santísima Concepción, Chile; Eugenio Bobenrieth, H., Pontificia Universidad Católica de Chile, Chile; Juan Bobenrieth, H., Universidad del Bío-Bío, Chile; Wright, B.D., University of California, Berkeley, United States","Eugenio Bobenrieth, H.; Pontificia Universidad Católica de ChileChile; email: ebobenrieth@uc.cl",,"Elsevier B.V.",01409883,,EECOD,,"English","Energy Econ.",Article,"Final","",Scopus,2-s2.0-85152888880
"Saxena S., Johnson M., Dixit F., Zimmermann K., Chaudhuri S., Kaka F., Kandasubramanian B.","57222556742;58325633500;55917835200;57222607860;58137425900;57218266884;55839027100;","Thinking green with 2-D and 3-D MXenes: Environment friendly synthesis and industrial scale applications and global impact",2023,"Renewable and Sustainable Energy Reviews","178",,"113238","","",,1,"10.1016/j.rser.2023.113238","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149865516&doi=10.1016%2fj.rser.2023.113238&partnerID=40&md5=8dd4b084b47d3461d6599888b707d89d","Centre for Converging Technologies, University of Rajasthan, Jaipur, 302004, India; Department of Chemical and Biological Engineering, University of British Columbia, Vancouver, Canada; Department of Environmental Sciences, University of California, Berkeley, United States; Department of Metallurgical and Materials Engineering, Defence Institute of Advanced Technology (DU), Ministry of Defence, Girinagar, Pune, 411025, India","Saxena, S., Centre for Converging Technologies, University of Rajasthan, Jaipur, 302004, India; Johnson, M., Department of Chemical and Biological Engineering, University of British Columbia, Vancouver, Canada; Dixit, F., Department of Chemical and Biological Engineering, University of British Columbia, Vancouver, Canada; Zimmermann, K., Department of Chemical and Biological Engineering, University of British Columbia, Vancouver, Canada; Chaudhuri, S., Department of Environmental Sciences, University of California, Berkeley, United States; Kaka, F., Department of Metallurgical and Materials Engineering, Defence Institute of Advanced Technology (DU), Ministry of Defence, Girinagar, Pune, 411025, India; Kandasubramanian, B., Department of Metallurgical and Materials Engineering, Defence Institute of Advanced Technology (DU), Ministry of Defence, Girinagar, Pune, 411025, India","Kandasubramanian, B.; Department of Metallurgical and Materials Engineering, Girinagar, India; email: meetkbs@gmail.com",,"Elsevier Ltd",13640321,,RSERF,,"English","Renewable Sustainable Energy Rev",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85149865516
"Mills E.","7102584714;","Green Remittances: A novel form of sustainability finance",2023,"Energy Policy","176",,"113501","","",,3,"10.1016/j.enpol.2023.113501","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149392414&doi=10.1016%2fj.enpol.2023.113501&partnerID=40&md5=e9da86839bf8d9e0951f0eea3716eefa","Research Affiliate, Energy and Resources Group, University of California, Berkeley and Principal with Energy Associates, MendocinoCA  95460, United States","Mills, E., Research Affiliate, Energy and Resources Group, University of California, Berkeley and Principal with Energy Associates, MendocinoCA  95460, United States",,,"Elsevier Ltd",03014215,,ENPYA,,"English","Energy Policy",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85149392414
"Blad C., Bøgh S., Kallesøe C., Raftery P.","57216133880;35760920300;8360536100;37004605800;","A laboratory test of an Offline-trained Multi-Agent Reinforcement Learning Algorithm for Heating Systems",2023,"Applied Energy","337",,"120807","","",,,"10.1016/j.apenergy.2023.120807","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149305040&doi=10.1016%2fj.apenergy.2023.120807&partnerID=40&md5=d1d2464311df60b415c6b360db6982f3","Grundfos A/S, Poul Due Jensens Vej 7, Bjerringbro, DK-8850, Denmark; Robotics & Automation Group, Department of Materials and Production, Aalborg University, Fibigerstraede 16, Aalborg ØstDK-9220, Denmark; Department of Electronic systems, Aalborg Unicersity, Fredrik Bajersvej 7, Aalborg ØstDK-9220, Denmark; The Center for the Built Environment, Berkeley University of California, 390 Wurster Hall, Berkeley, United States","Blad, C., Grundfos A/S, Poul Due Jensens Vej 7, Bjerringbro, DK-8850, Denmark, Robotics & Automation Group, Department of Materials and Production, Aalborg University, Fibigerstraede 16, Aalborg ØstDK-9220, Denmark; Bøgh, S., Robotics & Automation Group, Department of Materials and Production, Aalborg University, Fibigerstraede 16, Aalborg ØstDK-9220, Denmark; Kallesøe, C., Grundfos A/S, Poul Due Jensens Vej 7, Bjerringbro, DK-8850, Denmark, Department of Electronic systems, Aalborg Unicersity, Fredrik Bajersvej 7, Aalborg ØstDK-9220, Denmark; Raftery, P., The Center for the Built Environment, Berkeley University of California, 390 Wurster Hall, Berkeley, United States","Bøgh, S.; Robotics & Automation Group, Fibigerstraede 16, Aalborg Øst, Denmark; email: sb@mp.aau.dk",,"Elsevier Ltd",03062619,,APEND,,"English","Appl. Energy",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85149305040
"Liao B., Ju X., Lai D., Yang L.","57210108692;57192236737;57194717929;7406279723;","Experimental study of combustion characteristics of PET laminated photovoltaic panels by fire calorimetry",2023,"Solar Energy Materials and Solar Cells","253",,"112242","","",,,"10.1016/j.solmat.2023.112242","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148323998&doi=10.1016%2fj.solmat.2023.112242&partnerID=40&md5=2f3c724953d6237a3318f4b55d8841bf","State Key Laboratory of Fir Science, University of Science and Technology of China, 96 Jinzhai Road, Anhui, Hefei, 230026, China; School of Civil Engineering and Architecture, Southwest University of Science and Technology, 59 Qinglong Avenue, Sichuan, Mianyang, 621010, China; Department of Mechanical Engineering, University of California, Berkeley, CA  94702-5800, United States; School of Marine Equipment and Mechanical Engineering, Jimei University, No. 185, Yinjiang Road, Jimei District, Fujian, Xiamen, 361000, China","Liao, B., State Key Laboratory of Fir Science, University of Science and Technology of China, 96 Jinzhai Road, Anhui, Hefei, 230026, China, School of Civil Engineering and Architecture, Southwest University of Science and Technology, 59 Qinglong Avenue, Sichuan, Mianyang, 621010, China; Ju, X., Department of Mechanical Engineering, University of California, Berkeley, CA  94702-5800, United States; Lai, D., School of Marine Equipment and Mechanical Engineering, Jimei University, No. 185, Yinjiang Road, Jimei District, Fujian, Xiamen, 361000, China; Yang, L., State Key Laboratory of Fir Science, University of Science and Technology of China, 96 Jinzhai Road, Anhui, Hefei, 230026, China","Yang, L.; State Key Laboratory of Fir Science, 96 Jinzhai Road, Anhui, China; email: yanglz@ustc.edu.cn
Liao, B.; State Key Laboratory of Fir Science, 96 Jinzhai Road, Anhui, China; email: lbs110@mail.ustc.edu.cn",,"Elsevier B.V.",09270248,,SEMCE,,"English","Sol Energ Mater Sol Cells",Article,"Final","",Scopus,2-s2.0-85148323998
"Konz Z.M., Wirtz B.M., Verma A., Huang T.-Y., Bergstrom H.K., Crafton M.J., Brown D.E., McShane E.J., Colclasure A.M., McCloskey B.D.","57202468105;57861837500;56159891200;57225870303;57219687774;57218325485;57217380338;57194547544;14628346800;57217381037;","High-throughput Li plating quantification for fast-charging battery design",2023,"Nature Energy","8","5",,"450","461",,5,"10.1038/s41560-023-01194-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147303570&doi=10.1038%2fs41560-023-01194-y&partnerID=40&md5=44dec314b571d26e6f83d1fef7f2c06b","Department of Chemical and Biomolecular Engineering, University of California, Berkeley, CA, United States; Energy Storage and Distributed Resources Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States; Energy Conversion and Storage Systems Center, National Renewable Energy Laboratory, Golden, CO, United States; Department of Chemical Engineering, Stanford University, Stanford, CA, United States","Konz, Z.M., Department of Chemical and Biomolecular Engineering, University of California, Berkeley, CA, United States, Energy Storage and Distributed Resources Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States; Wirtz, B.M., Department of Chemical and Biomolecular Engineering, University of California, Berkeley, CA, United States, Department of Chemical Engineering, Stanford University, Stanford, CA, United States; Verma, A., Energy Conversion and Storage Systems Center, National Renewable Energy Laboratory, Golden, CO, United States; Huang, T.-Y., Department of Chemical and Biomolecular Engineering, University of California, Berkeley, CA, United States, Energy Storage and Distributed Resources Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States; Bergstrom, H.K., Department of Chemical and Biomolecular Engineering, University of California, Berkeley, CA, United States, Energy Storage and Distributed Resources Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States; Crafton, M.J., Department of Chemical and Biomolecular Engineering, University of California, Berkeley, CA, United States, Energy Storage and Distributed Resources Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States; Brown, D.E., Department of Chemical and Biomolecular Engineering, University of California, Berkeley, CA, United States, Energy Storage and Distributed Resources Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States; McShane, E.J., Department of Chemical and Biomolecular Engineering, University of California, Berkeley, CA, United States, Energy Storage and Distributed Resources Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States, Department of Chemical Engineering, Stanford University, Stanford, CA, United States; Colclasure, A.M., Energy Conversion and Storage Systems Center, National Renewable Energy Laboratory, Golden, CO, United States; McCloskey, B.D., Department of Chemical and Biomolecular Engineering, University of California, Berkeley, CA, United States, Energy Storage and Distributed Resources Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States","McCloskey, B.D.; Department of Chemical and Biomolecular Engineering, United States; email: bmcclosk@berkeley.edu",,"Nature Research",20587546,,,,"English","Nat. Energy",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85147303570
"Yang Y., Chen Y., Hu G., Spanos C.J.","57219405749;58546721500;35792005500;7004447999;","Optimal Network Charge for Peer-to-Peer Energy Trading: A Grid Perspective",2023,"IEEE Transactions on Power Systems","38","3",,"2398","2410",,1,"10.1109/TPWRS.2022.3185585","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133750251&doi=10.1109%2fTPWRS.2022.3185585&partnerID=40&md5=aafab8789aef0e0774efc52e7c65e90b","Xi'an Jiaotong University, School of Automation Science and Engineering, Shaanxi, Xi'an, 710049, China; The Chinese University of Hong Kong, Department of Mechanical and Automation Engineering, Hong Kong, Hong Kong; Nanyang Technological University, School of Electrical and Electronic Engineering, Singapore, 639798, Singapore; University of California, Department of Electrical Engineering and Computer Sciences, Berkeley, CA  94720, United States","Yang, Y., Xi'an Jiaotong University, School of Automation Science and Engineering, Shaanxi, Xi'an, 710049, China; Chen, Y., The Chinese University of Hong Kong, Department of Mechanical and Automation Engineering, Hong Kong, Hong Kong; Hu, G., Nanyang Technological University, School of Electrical and Electronic Engineering, Singapore, 639798, Singapore; Spanos, C.J., University of California, Department of Electrical Engineering and Computer Sciences, Berkeley, CA  94720, United States","Yang, Y.; Xi'an Jiaotong University, Shaanxi, China; email: yangyu21@xjtu.edu.cn",,"Institute of Electrical and Electronics Engineers Inc.",08858950,,ITPSE,,"English","IEEE Trans Power Syst",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85133750251
"Chheda S., Jeong W., Hanikel N., Gagliardi L., Siepmann J.I.","57312755000;55429267600;57193631121;7006451975;35458526300;","Monte Carlo Simulations of Water Adsorption in Aluminum Oxide Rod-Based Metal-Organic Frameworks",2023,"Journal of Physical Chemistry C","127","16",,"7837","7851",,,"10.1021/acs.jpcc.3c00354","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154046421&doi=10.1021%2facs.jpcc.3c00354&partnerID=40&md5=9fe6cd43fa93b5a7c2cf2489264f5b0a","Department of Chemical Engineering and Material Science, University of Minnesota─Twin Cities, Minneapolis, MN  55455, United States; Department of Chemistry and Chemical Theory Center, University of Minnesota─Twin Cities, Minneapolis, MN  55455, United States; Department of Chemistry and Kavli Energy Nanoscience Institute, University of California, Berkeley, CA  94720, United States; Department of Chemistry, Pritzker School of Molecular Engineering, James Franck Institute, Chicago Center for Theoretical Chemistry, University of Chicago, Chicago, IL  60637, United States","Chheda, S., Department of Chemical Engineering and Material Science, University of Minnesota─Twin Cities, Minneapolis, MN  55455, United States, Department of Chemistry and Chemical Theory Center, University of Minnesota─Twin Cities, Minneapolis, MN  55455, United States; Jeong, W., Department of Chemistry and Chemical Theory Center, University of Minnesota─Twin Cities, Minneapolis, MN  55455, United States; Hanikel, N., Department of Chemistry and Kavli Energy Nanoscience Institute, University of California, Berkeley, CA  94720, United States; Gagliardi, L., Department of Chemistry, Pritzker School of Molecular Engineering, James Franck Institute, Chicago Center for Theoretical Chemistry, University of Chicago, Chicago, IL  60637, United States; Siepmann, J.I., Department of Chemical Engineering and Material Science, University of Minnesota─Twin Cities, Minneapolis, MN  55455, United States, Department of Chemistry and Chemical Theory Center, University of Minnesota─Twin Cities, Minneapolis, MN  55455, United States","Gagliardi, L.; Department of Chemistry, United States; email: lgagliardi@uchicago.edu
Siepmann, J.I.; Department of Chemical Engineering and Material Science, United States; email: siepmann@umn.edu",,"American Chemical Society",19327447,,,,"English","J. Phys. Chem. C",Article,"Final","",Scopus,2-s2.0-85154046421
"McKeown-Green A.S., Ondry J.C., Crook M.F., Calvin J.J., Alivisatos A.P.","57406903100;57191156259;57218697339;57194018623;57732660600;","Examining the Role of Chloride Ligands on Defect Removal in Imperfectly Attached Semiconductor Nanocrystals for 1D and 2D Attachment Cases",2023,"Journal of Physical Chemistry C","127","16",,"7740","7751",,,"10.1021/acs.jpcc.3c00506","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154024586&doi=10.1021%2facs.jpcc.3c00506&partnerID=40&md5=d2073f005d183c00ffe7c084733df1ec","Department of Chemistry, University of California, Berkeley, Berkeley, CA  94720, United States; Kavli Energy NanoScience Institute, Berkeley, CA  94720, United States; Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States; Department of Materials Science and Engineering, University of California, Berkeley, Berkeley, CA  94720, United States","McKeown-Green, A.S., Department of Chemistry, University of California, Berkeley, Berkeley, CA  94720, United States; Ondry, J.C., Department of Chemistry, University of California, Berkeley, Berkeley, CA  94720, United States, Kavli Energy NanoScience Institute, Berkeley, CA  94720, United States; Crook, M.F., Department of Chemistry, University of California, Berkeley, Berkeley, CA  94720, United States, Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States; Calvin, J.J., Department of Chemistry, University of California, Berkeley, Berkeley, CA  94720, United States, Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States; Alivisatos, A.P., Department of Chemistry, University of California, Berkeley, Berkeley, CA  94720, United States, Kavli Energy NanoScience Institute, Berkeley, CA  94720, United States, Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States, Department of Materials Science and Engineering, University of California, Berkeley, Berkeley, CA  94720, United States","Alivisatos, A.P.; Department of Chemistry, United States; email: paul.alivisatos@uchicago.edu",,"American Chemical Society",19327447,,,,"English","J. Phys. Chem. C",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85154024586
"Funke L.M., Chakraborty R., Carsch K.M., Head-Gordon M., Long J.R., Reimer J.A.","57132492300;56125662800;54794779400;7004976399;7403447252;7006301433;","Assessment of Adsorbate π-Backbonding in Copper(I) Metal-Organic Frameworks via Multinuclear NMR Spectroscopy and Density Functional Theory Calculations",2023,"Journal of Physical Chemistry C","127","15",,"7513","7519",,1,"10.1021/acs.jpcc.3c00462","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152695580&doi=10.1021%2facs.jpcc.3c00462&partnerID=40&md5=c5b6ddc809040cc491f3fb39e70b9614","Department of Chemistry, University of California Berkeley, Berkeley, CA  94720, United States; Department of Chemical and Biomolecular Engineering, University of California Berkeley, Berkeley, CA  94720, United States; Chemical Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720-8099, United States; Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720-8099, United States","Funke, L.M., Department of Chemistry, University of California Berkeley, Berkeley, CA  94720, United States, Department of Chemical and Biomolecular Engineering, University of California Berkeley, Berkeley, CA  94720, United States; Chakraborty, R., Department of Chemistry, University of California Berkeley, Berkeley, CA  94720, United States, Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720-8099, United States; Carsch, K.M., Department of Chemistry, University of California Berkeley, Berkeley, CA  94720, United States; Head-Gordon, M., Department of Chemistry, University of California Berkeley, Berkeley, CA  94720, United States, Chemical Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720-8099, United States; Long, J.R., Department of Chemistry, University of California Berkeley, Berkeley, CA  94720, United States, Department of Chemical and Biomolecular Engineering, University of California Berkeley, Berkeley, CA  94720, United States, Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720-8099, United States; Reimer, J.A., Department of Chemical and Biomolecular Engineering, University of California Berkeley, Berkeley, CA  94720, United States, Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720-8099, United States","Reimer, J.A.; Department of Chemical and Biomolecular Engineering, United States; email: reimer@berkeley.edu",,"American Chemical Society",19327447,,,,"English","J. Phys. Chem. C",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85152695580
"Knudsen K.B., Arrechea P.L., Viggiano R.P., Dornbusch D.A., Mullinax J.W., Bauschlicher C.W., Haskins J.B., Nguyen B., Lawson J.W., McCloskey B.D.","56096386300;6504567833;21935431300;55569292200;35079052900;35502474000;37063081400;7201825419;7402257972;7003337275;","Amide- and Urea-Based Solvents for Li-O2Batteries. Part I: Experimental Evaluation",2023,"Journal of Physical Chemistry C","127","15",,"7037","7042",,,"10.1021/acs.jpcc.2c08941","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152200812&doi=10.1021%2facs.jpcc.2c08941&partnerID=40&md5=1f0bbeb9cddd7d40d73951743c4d3722","Department of Chemical and Biomolecular Engineering, University of California Berkeley, Berkeley, CA  94720, United States; Energy Storage and Distributed Resources Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States; KBR Incorporated, Intelligent Systems Division, NASA, Ames Research Center, Mountain Field, CA  94035, United States; Materials Chemistry and Physics Branch, NASA, Glenn Research Center, Cleveland, OH  44135, United States; Intelligent Systems Division, NASA, Ames Research Center, Moffett Field, Mountain View, CA  94035, United States; Thermal Protection Materials Branch, NASA, Ames Research Center, Moffett Field, Mountain View, CA  94035, United States; Ohio Aerospace Institute, Cleveland, OH  44142, United States","Knudsen, K.B., Department of Chemical and Biomolecular Engineering, University of California Berkeley, Berkeley, CA  94720, United States, Energy Storage and Distributed Resources Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States; Arrechea, P.L., Department of Chemical and Biomolecular Engineering, University of California Berkeley, Berkeley, CA  94720, United States, Energy Storage and Distributed Resources Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States, KBR Incorporated, Intelligent Systems Division, NASA, Ames Research Center, Mountain Field, CA  94035, United States; Viggiano, R.P., Materials Chemistry and Physics Branch, NASA, Glenn Research Center, Cleveland, OH  44135, United States; Dornbusch, D.A., Materials Chemistry and Physics Branch, NASA, Glenn Research Center, Cleveland, OH  44135, United States; Mullinax, J.W., KBR Incorporated, Intelligent Systems Division, NASA, Ames Research Center, Mountain Field, CA  94035, United States; Bauschlicher, C.W., Thermal Protection Materials Branch, NASA, Ames Research Center, Moffett Field, Mountain View, CA  94035, United States; Haskins, J.B., Thermal Protection Materials Branch, NASA, Ames Research Center, Moffett Field, Mountain View, CA  94035, United States; Nguyen, B., Ohio Aerospace Institute, Cleveland, OH  44142, United States; Lawson, J.W., Intelligent Systems Division, NASA, Ames Research Center, Moffett Field, Mountain View, CA  94035, United States; McCloskey, B.D., Department of Chemical and Biomolecular Engineering, University of California Berkeley, Berkeley, CA  94720, United States, Energy Storage and Distributed Resources Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States","Mccloskey, B.D.; Department of Chemical and Biomolecular Engineering, United States; email: bmcclosk@berkeley.edu
Lawson, J.W.; Intelligent Systems Division, Moffett Field, United States; email: john.w.lawson@nasa.gov",,"American Chemical Society",19327447,,,,"English","J. Phys. Chem. C",Article,"Final","",Scopus,2-s2.0-85152200812
"Mullinax J.W., Bauschlicher C.W., Jr., Knudsen K.B., Arrechea P.L., Viggiano R.P., Dornbusch D.A., Haskins J.B., Nguyen B., McCloskey B.D., Lawson J.W.","35079052900;35502474000;56096386300;6504567833;21935431300;55569292200;37063081400;7201825419;7003337275;7402257972;","Amide and Urea Based Solvents for Li-O2 Batteries. Part II: Evaluation of Decomposition Pathways Using Density Functional Theory",2023,"Journal of Physical Chemistry C","127","15",,"7043","7053",,1,"10.1021/acs.jpcc.2c08942","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150430787&doi=10.1021%2facs.jpcc.2c08942&partnerID=40&md5=035001761fcd20c9d524bc35b9adfc1b","KBR, Inc, Intelligent Systems Division, NASA Ames Research Center, Moffett Field, CA  94035, United States; Thermal Protection Materials Branch, NASA Ames Research Center, Moffett Field, CA  94035, United States; Department of Chemical and Biomolecular Engineering, University of California Berkeley, Berkeley, CA  94720, United States; Energy Storage and Distributed Resources Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States; Materials Chemistry and Physics Branch, NASA Glenn Research Center, Cleveland, OH  44135, United States; Ohio Aerospace Institue, Cleveland, OH  44135, United States; Intelligent Systems Division, NASA Ames Research Center, Moffett Field, CA  94035, United States","Mullinax, J.W., KBR, Inc, Intelligent Systems Division, NASA Ames Research Center, Moffett Field, CA  94035, United States; Bauschlicher, C.W., Jr., Thermal Protection Materials Branch, NASA Ames Research Center, Moffett Field, CA  94035, United States; Knudsen, K.B., Department of Chemical and Biomolecular Engineering, University of California Berkeley, Berkeley, CA  94720, United States, Energy Storage and Distributed Resources Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States; Arrechea, P.L., KBR, Inc, Intelligent Systems Division, NASA Ames Research Center, Moffett Field, CA  94035, United States, Department of Chemical and Biomolecular Engineering, University of California Berkeley, Berkeley, CA  94720, United States, Energy Storage and Distributed Resources Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States; Viggiano, R.P., Materials Chemistry and Physics Branch, NASA Glenn Research Center, Cleveland, OH  44135, United States; Dornbusch, D.A., Materials Chemistry and Physics Branch, NASA Glenn Research Center, Cleveland, OH  44135, United States; Haskins, J.B., Thermal Protection Materials Branch, NASA Ames Research Center, Moffett Field, CA  94035, United States; Nguyen, B., Ohio Aerospace Institue, Cleveland, OH  44135, United States; McCloskey, B.D., Department of Chemical and Biomolecular Engineering, University of California Berkeley, Berkeley, CA  94720, United States, Energy Storage and Distributed Resources Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States; Lawson, J.W., Intelligent Systems Division, NASA Ames Research Center, Moffett Field, CA  94035, United States","Mullinax, J.W.; KBR, United States; email: wayne.mullinax@nasa.gov
Lawson, J.W.; Intelligent Systems Division, United States; email: john.w.lawson@nasa.gov",,"American Chemical Society",19327447,,,,"English","J. Phys. Chem. C",Article,"Final","",Scopus,2-s2.0-85150430787
"Utterback J.K., King A.J., Belman-Wells L., Larson D.M., Hamerlynck L.M., Weber A.Z., Ginsberg N.S.","56990400600;57447129200;57220489118;48662189100;57918746700;7403707400;34970984800;","Operando Label-Free Optical Imaging of Solution-Phase Ion Transport and Electrochemistry",2023,"ACS Energy Letters","8","4",,"1785","1792",,2,"10.1021/acsenergylett.3c00129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150476309&doi=10.1021%2facsenergylett.3c00129&partnerID=40&md5=6c063d53da32d449dfcdb049cc97af47","Department of Chemistry, University of California, Berkeley, CA  94720, United States; Liquid-Sunlight Alliance, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States; Energy Conversion Group, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States; Department of Chemical and Biomolecular Engineering, University of California, Berkeley, CA  94720, United States; Department of Physics, University of California Berkeley, Berkeley, CA  94720, United States; STROBE, National Science Foundation Science and Technology Center, University of California Berkeley, Berkeley, CA  94720, United States; Materials Science Division and Molecular Biophysics and Integrated Bioimaging Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States; Kavli Energy NanoSciences Institute at Berkeley, Berkeley, CA  94720, United States","Utterback, J.K., Department of Chemistry, University of California, Berkeley, CA  94720, United States, Liquid-Sunlight Alliance, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States; King, A.J., Liquid-Sunlight Alliance, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States, Energy Conversion Group, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States, Department of Chemical and Biomolecular Engineering, University of California, Berkeley, CA  94720, United States; Belman-Wells, L., Liquid-Sunlight Alliance, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States, Department of Physics, University of California Berkeley, Berkeley, CA  94720, United States; Larson, D.M., Liquid-Sunlight Alliance, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States; Hamerlynck, L.M., Department of Chemistry, University of California, Berkeley, CA  94720, United States; Weber, A.Z., Liquid-Sunlight Alliance, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States, Energy Conversion Group, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States; Ginsberg, N.S., Department of Chemistry, University of California, Berkeley, CA  94720, United States, Liquid-Sunlight Alliance, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States, Department of Physics, University of California Berkeley, Berkeley, CA  94720, United States, STROBE, National Science Foundation Science and Technology Center, University of California Berkeley, Berkeley, CA  94720, United States, Materials Science Division and Molecular Biophysics and Integrated Bioimaging Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States, Kavli Energy NanoSciences Institute at Berkeley, Berkeley, CA  94720, United States","Utterback, J.K.; Department of Chemistry, United States; email: james.utterback@insp.jussieu.fr
Ginsberg, N.S.; Department of Chemistry, United States; email: nsginsberg@berkeley.edu",,"American Chemical Society",23808195,,,,"English","ACS Energy Lett.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85150476309
